Potential(V)	Current(uA)
0.332	0.1258
0.333	0.1342
0.334	0.1255
0.335	0.1145
0.336	0.1238
0.337	0.1308
0.338	0.1364
0.339	0.1372
0.34	0.1319
0.341	0.1433
0.342	0.1388
0.343	0.1269
0.344	0.1445
0.345	0.1373
0.346	0.1383
0.347	0.1364
0.348	0.1437
0.349	0.1504
0.35	0.1412
0.351	0.1451
0.352	0.1354
0.353	0.1499
0.354	0.1455
0.355	0.1447
0.356	0.1455
0.357	0.1476
0.358	0.1502
0.359	0.1462
0.36	0.1512
0.361	0.1573
0.362	0.1556
0.363	0.1604
0.364	0.1579
0.365	0.1633
0.366	0.1619
0.367	0.1633
0.368	0.1636
0.369	0.1644
0.369	0.1672
0.371	0.1626
0.372	0.1684
0.373	0.1721
0.373	0.1778
0.374	0.1796
0.376	0.1772
0.376	0.1767
0.377	0.1787
0.378	0.1812
0.379	0.1797
0.38	0.1809
0.381	0.1824
0.382	0.1801
0.383	0.184
0.384	0.1797
0.385	0.1847
0.386	0.1858
0.387	0.1827
0.388	0.185
0.389	0.1925
0.39	0.1891
0.391	0.1982
0.392	0.2004
0.393	0.1976
0.394	0.1943
0.395	0.1973
0.396	0.1917
0.397	0.1972
0.398	0.1964
0.399	0.1997
0.4	0.1998
0.401	0.1943
0.402	0.1972
0.403	0.2025
0.404	0.2022
0.405	0.2065
0.406	0.2125
0.407	0.207
0.408	0.2015
0.409	0.2081
0.41	0.2059
0.411	0.2019
0.412	0.2124
0.413	0.2184
0.414	0.2226
0.415	0.2107
0.416	0.2152
0.417	0.2143
0.418	0.2177
0.419	0.2214
0.42	0.2198
0.421	0.228
0.422	0.2294
0.423	0.2256
0.424	0.2242
0.425	0.2223
0.426	0.2269
0.427	0.2343
0.428	0.23
0.429	0.2306
0.43	0.2321
0.431	0.2356
0.432	0.2342
0.433	0.2355
0.434	0.2341
0.435	0.2302
0.436	0.2466
0.437	0.2408
0.438	0.237
0.439	0.2341
0.44	0.2382
0.441	0.2407
0.442	0.241
0.443	0.2458
0.444	0.2494
0.445	0.2519
0.446	0.2522
0.447	0.2485
0.448	0.249
0.449	0.2535
0.45	0.257
0.451	0.2594
0.452	0.2582
0.453	0.2623
0.454	0.26
0.455	0.2686
0.456	0.2636
0.457	0.2653
0.458	0.2717
0.459	0.2661
0.46	0.2749
0.461	0.2726
0.462	0.2792
0.463	0.2753
0.464	0.2784
0.465	0.2728
0.466	0.2849
0.467	0.2758
0.468	0.2836
0.469	0.2803
0.47	0.2855
0.471	0.2913
0.472	0.2851
0.473	0.2915
0.474	0.2937
0.475	0.2896
0.476	0.2952
0.477	0.2939
0.478	0.2954
0.479	0.2982
0.48	0.2947
0.481	0.2972
0.482	0.2958
0.483	0.3001
0.484	0.3039
0.485	0.3092
0.486	0.3079
0.487	0.3114
0.488	0.3105
0.489	0.3135
0.49	0.3155
0.491	0.3168
0.492	0.3252
0.493	0.3247
0.493	0.3192
0.494	0.3278
0.496	0.3221
0.496	0.3272
0.497	0.3277
0.498	0.3298
0.499	0.3303
0.5	0.334
0.501	0.3381
0.502	0.3371
0.503	0.3382
0.504	0.3371
0.505	0.3443
0.506	0.354
0.507	0.3471
0.508	0.3497
0.509	0.3504
0.51	0.3505
0.511	0.3616
0.512	0.3506
0.513	0.3599
0.514	0.3563
0.515	0.3662
0.516	0.3662
0.517	0.3677
0.518	0.3688
0.519	0.3708
0.52	0.3701
0.521	0.378
0.522	0.3781
0.523	0.384
0.524	0.3764
0.525	0.382
0.526	0.3823
0.527	0.3855
0.528	0.3874
0.529	0.3896
0.53	0.3946
0.531	0.3904
0.532	0.3976
0.533	0.3969
0.534	0.4032
0.535	0.4008
0.536	0.405
0.537	0.4008
0.538	0.4115
0.539	0.4061
0.54	0.4146
0.541	0.4115
0.542	0.4255
0.543	0.4164
0.544	0.4204
0.545	0.4316
0.546	0.4289
0.547	0.437
0.548	0.436
0.549	0.4307
0.55	0.4318
0.551	0.4381
0.552	0.4373
0.553	0.4455
0.554	0.4491
0.555	0.4499
0.556	0.4463
0.557	0.4571
0.558	0.4499
0.559	0.4542
0.56	0.4584
0.561	0.4638
0.562	0.4671
0.563	0.4676
0.564	0.4665
0.565	0.467
0.566	0.4771
0.567	0.4713
0.568	0.4823
0.569	0.4833
0.57	0.4844
0.571	0.4838
0.572	0.4995
0.573	0.4926
0.574	0.5018
0.575	0.5007
0.576	0.5039
0.577	0.5137
0.578	0.5058
0.579	0.5173
0.58	0.5125
0.581	0.5204
0.582	0.5223
0.583	0.52
0.584	0.5236
0.585	0.5257
0.586	0.5287
0.587	0.537
0.588	0.5408
0.589	0.5389
0.59	0.543
0.591	0.5453
0.592	0.5477
0.593	0.5512
0.594	0.5512
0.595	0.5606
0.596	0.5564
0.597	0.5698
0.598	0.568
0.599	0.5717
0.6	0.5699
0.601	0.5789
0.602	0.5774
0.603	0.5851
0.604	0.583
0.605	0.5944
0.606	0.5935
0.607	0.6003
0.608	0.608
0.609	0.6054
0.61	0.6048
0.611	0.6077
0.612	0.6197
0.613	0.6183
0.614	0.6217
0.614	0.6251
0.616	0.6237
0.617	0.6347
0.617	0.6398
0.618	0.6455
0.619	0.6381
0.62	0.6427
0.621	0.6481
0.622	0.6551
0.623	0.6604
0.624	0.6677
0.625	0.6663
0.626	0.6684
0.627	0.6729
0.628	0.6751
0.629	0.6785
0.63	0.6867
0.631	0.6961
0.632	0.6971
0.633	0.6992
0.634	0.7018
0.635	0.7018
0.636	0.7138
0.637	0.7186
0.638	0.7231
0.639	0.7225
0.64	0.7308
0.641	0.7259
0.642	0.7343
0.643	0.7401
0.644	0.7406
0.645	0.7434
0.646	0.7592
0.647	0.7664
0.648	0.7607
0.649	0.7699
0.65	0.7726
0.651	0.7682
0.652	0.7785
0.653	0.7849
0.654	0.7947
0.655	0.7954
0.656	0.8
0.657	0.8019
0.658	0.8084
0.659	0.8144
0.66	0.8215
0.661	0.822
0.662	0.8299
0.663	0.8323
0.664	0.835
0.665	0.8374
0.666	0.8438
0.667	0.8596
0.668	0.8624
0.669	0.8666
0.67	0.872
0.671	0.8743
0.672	0.8801
0.673	0.8863
0.674	0.8935
0.675	0.9005
0.676	0.8992
0.677	0.9125
0.678	0.9177
0.679	0.9213
0.68	0.9297
0.681	0.9338
0.682	0.9342
0.683	0.9416
0.684	0.9466
0.685	0.953
0.686	0.9579
0.687	0.9648
0.688	0.9711
0.689	0.9827
0.69	0.995
0.691	0.9961
0.692	0.9993
0.693	1.001
0.694	1.005
0.695	1.014
0.696	1.029
0.697	1.033
0.698	1.035
0.699	1.043
0.7	1.05
0.701	1.051
0.702	1.061
0.703	1.067
0.704	1.066
0.705	1.08
0.706	1.09
0.707	1.103
0.708	1.105
0.709	1.114
0.71	1.119
0.711	1.127
0.712	1.131
0.713	1.144
0.714	1.153
0.715	1.154
0.716	1.168
0.717	1.171
0.718	1.177
0.719	1.187
0.72	1.187
0.721	1.201
0.722	1.207
0.723	1.223
0.724	1.224
0.725	1.235
0.726	1.238
0.727	1.248
0.728	1.263
0.729	1.264
0.73	1.272
0.731	1.285
0.732	1.288
0.733	1.299
0.734	1.304
0.734	1.322
0.736	1.325
0.737	1.341
0.737	1.346
0.738	1.351
0.739	1.369
0.741	1.369
0.741	1.381
0.742	1.397
0.743	1.405
0.744	1.411
0.745	1.419
0.746	1.432
0.747	1.442
0.748	1.452
0.749	1.458
0.75	1.47
0.751	1.477
0.752	1.492
0.753	1.5
0.754	1.513
0.755	1.526
0.756	1.536
0.757	1.543
0.758	1.555
0.759	1.568
0.76	1.574
0.761	1.582
0.762	1.597
0.763	1.61
0.764	1.623
0.765	1.632
0.766	1.65
0.767	1.663
0.768	1.663
0.769	1.684
0.77	1.69
0.771	1.708
0.772	1.721
0.773	1.734
0.774	1.739
0.775	1.754
0.776	1.768
0.777	1.782
0.778	1.792
0.779	1.804
0.78	1.817
0.781	1.837
0.782	1.844
0.783	1.863
0.784	1.876
0.785	1.89
0.786	1.91
0.787	1.914
0.788	1.926
0.789	1.949
0.79	1.964
0.791	1.975
0.792	1.998
0.793	2.006
0.794	2.022
0.795	2.036
0.796	2.055
0.797	2.066
0.798	2.087
0.799	2.099
0.8	2.113
0.801	2.128
0.802	2.155
0.803	2.168
0.804	2.187
0.805	2.195
0.806	2.219
0.807	2.238
0.808	2.25
0.809	2.269
0.81	2.287
0.811	2.302
0.812	2.323
0.813	2.346
0.814	2.359
0.815	2.38
0.816	2.4
0.817	2.415
0.818	2.441
0.819	2.458
0.82	2.48
0.821	2.491
0.822	2.522
0.823	2.549
0.824	2.566
0.825	2.591
0.826	2.603
0.827	2.631
0.828	2.644
0.829	2.664
0.83	2.695
0.831	2.718
0.832	2.727
0.833	2.761
0.834	2.784
0.835	2.802
0.836	2.822
0.837	2.853
0.838	2.868
0.839	2.898
0.84	2.932
0.841	2.951
0.842	2.977
0.843	3.003
0.844	3.033
0.845	3.059
0.846	3.08
0.847	3.104
0.848	3.13
0.849	3.165
0.85	3.187
0.851	3.214
0.852	3.242
0.853	3.278
0.854	3.309
0.855	3.336
0.856	3.373
0.857	3.396
0.858	3.423
0.858	3.453
0.859	3.492
0.861	3.513
0.861	3.537
0.862	3.586
0.863	3.61
0.864	3.651
0.865	3.676
0.866	3.706
0.867	3.741
0.868	3.782
0.869	3.817
0.87	3.841
0.871	3.887
0.872	3.921
0.873	3.956
0.874	4.009
0.875	4.037
0.876	4.07
0.877	4.109
0.878	4.154
0.879	4.189
0.88	4.24
0.881	4.27
0.882	4.311
0.883	4.353
0.884	4.404
0.885	4.44
0.886	4.487
0.887	4.526
0.888	4.562
0.889	4.619
0.89	4.659
0.891	4.703
0.892	4.742
0.893	4.809
0.894	4.849
0.895	4.89
0.896	4.943
0.897	4.99
0.898	5.028
0.899	5.085
0.9	5.12
0.901	5.183
0.902	5.228
0.903	5.273
0.904	5.339
0.905	5.388
0.906	5.425
0.907	5.483
0.908	5.525
0.909	5.574
0.91	5.619
0.911	5.668
0.912	5.715
0.913	5.76
0.914	5.798
0.915	5.842
0.916	5.868
0.917	5.906
0.918	5.945
0.919	6.304
0.92	6.368
0.921	6.448
0.922	6.533
0.923	6.594
0.924	6.674
0.925	6.746
0.926	6.813
0.927	6.902
0.928	6.974
0.929	7.054
0.93	7.136
0.931	7.221
0.932	7.309
0.933	7.4
0.934	7.493
0.935	7.571
0.936	7.655
0.937	7.752
0.938	7.86
0.939	7.946
0.94	8.036
0.941	8.146
0.942	8.257
0.943	8.349
0.944	8.455
0.945	8.533
0.946	8.644
0.947	8.755
0.948	8.866
0.949	8.989
0.95	9.093
0.951	9.222
0.952	9.335
0.953	9.461
0.954	9.571
0.955	9.704
0.956	9.834
0.957	9.979
0.958	10.1
0.959	10.25
0.96	10.37
0.961	10.51
0.962	10.66
0.963	10.83
0.964	10.96
0.965	11.13
0.966	11.26
0.967	11.44
0.968	11.59
0.969	11.76
0.97	11.93
0.971	12.11
0.972	12.29
0.973	12.45
0.974	12.62
0.975	12.84
0.976	13.02
0.977	13.22
0.978	13.43
0.978	13.63
0.979	13.87
0.981	14.07
0.982	14.29
0.982	14.52
0.983	14.77
0.984	15.01
0.985	15.23
0.986	15.49
0.987	15.76
0.988	16
0.989	16.28
0.99	16.56
0.991	16.86
0.992	17.14
0.993	17.43
0.994	17.73
0.995	18.08
0.996	18.39
0.997	18.7
0.998	19.05
0.999	19.41
1	19.78
1.001	20.12
1.002	20.5
1.003	20.9
1.004	21.31
1.005	21.72
1.006	22.17
1.007	22.59
1.008	23.06
1.009	23.52
1.01	24
1.011	24.52
1.012	25.04
1.013	25.57
1.014	26.13
1.015	26.69
1.016	27.32
1.017	27.87
1.018	28.51
1.019	29.17
1.02	29.87
1.021	30.57
1.022	31.28
1.023	32.01
1.024	32.8
1.025	33.58
1.026	34.42
1.027	35.29
1.028	36.19
1.029	37.08
1.03	38.01
1.031	39.06
1.032	40.07
1.033	41.15
1.034	42.25
1.035	43.45
1.036	44.65
1.037	45.96
1.038	47.23
1.039	48.63
1.04	50.06
1.041	51.59
1.042	53.11
1.043	54.74
1.044	56.42
1.045	58.22
1.046	60.02
1.047	61.99
1.048	64
1.049	66.13
1.05	68.3
1.051	70.59
1.052	73
1.053	75.56
1.054	78.09
1.055	80.86
1.056	83.73
1.057	86.71
1.058	89.78
1.059	92.97
1.06	96.4
1.061	99.96
1.062	103.6
1.063	107.5
1.064	111.5
1.065	115.7
1.066	120.1
1.067	124.6
1.068	129.4
1.069	134.3
1.07	139.6
1.071	144.9
1.072	150.4
1.073	156.1
1.074	162.2
1.075	168.3
1.076	174.7
1.077	181.2
1.078	188.1
1.079	195.1
1.08	202.4
1.081	209.6
1.082	217.3
1.083	225
1.084	232.9
1.085	241.1
1.086	248.9
1.087	257.4
1.088	265.8
1.089	274.6
1.09	283.5
1.091	292.3
1.092	301.3
1.093	310.3
1.094	319.4
1.095	329
1.096	337.9
1.097	347.2
1.098	356.5
1.099	366
1.099	375.5
1.101	384.6
1.102	393.7
1.102	403.1
1.103	412.1
1.104	421.4
1.105	430.3
1.106	439.4
1.107	448.2
1.108	457.2
1.109	466
1.11	474.9
1.111	483.3
1.112	491.7
1.113	500.2
1.114	508
1.115	516.5
1.116	524.4
1.117	532.5
1.118	540.6
1.119	548.7
1.12	556.3
1.121	564.1
1.122	571.6
1.123	579.5
1.124	586.7
1.125	594.1
1.126	602
1.127	609.3
1.128	616.5
1.129	623.7
1.13	630.6
1.131	638.1
1.132	644.6
1.133	651.6
1.134	658.3
1.135	665.2
1.136	671.9
1.137	678.6
1.138	685.2
1.139	692
1.14	697.9
1.141	704.4
1.142	709.8
1.143	716
1.144	722.2
1.145	727.8
1.146	733.9
1.147	739.7
1.148	745.8
1.149	751.2
1.15	756.8
1.151	762.3
1.152	768.1
1.153	773.1
1.154	778.1
1.155	783.1
1.156	788.4
1.157	793.1
1.158	798.2
1.159	802.3
1.16	806.9
1.161	810.8
1.162	815.2
1.163	819.3
1.164	823
1.165	826.4
1.166	830.1
1.167	833.5
1.168	837.6
1.169	840
1.17	842.1
1.171	844.9
1.172	847.5
1.173	850.8
1.174	852.5
1.175	854.9
1.176	857
1.177	859.4
1.178	861.5
1.179	862.9
1.18	864.2
1.181	866.1
1.182	867.1
1.183	868.7
1.184	869.6
1.185	870.8
1.186	871.6
1.187	872.7
1.188	873.7
1.189	874.7
1.19	874.8
1.191	875.4
1.192	875.9
1.193	876.7
1.194	876.9
1.195	877.4
1.196	877.5
1.197	878.2
1.198	878.2
1.199	877.9
1.2	877.7
1.201	877.6
1.202	877.7
1.203	877.8
1.204	877.8
1.205	878
1.206	878
1.207	878
1.208	878
1.209	877.7
1.21	878.1
1.211	877.5
1.212	877.6
1.213	877.3
1.214	877.3
1.215	877.3
1.216	877.1
1.217	876.9
1.218	876.9
1.219	876.3
1.219	876.3
1.221	876
1.222	875.9
1.222	875.3
1.223	875.1
1.224	874.9
1.226	875.1
1.226	874.1
1.227	873.6
1.228	873.4
1.229	873.1
1.23	873.2
1.231	872.8
1.232	872.4
1.233	872.3
1.234	872.2
1.235	871.9
1.236	871.9
1.237	871.2
1.238	871.2
1.239	870.5
1.24	870.4
1.241	870.3
1.242	869.6
1.243	869.3
1.244	869
1.245	868.7
1.246	869.1
1.247	867.9
1.248	867.6
1.249	867.2
1.25	867
1.251	866.7
1.252	866.2
1.253	865.7
1.254	865.5
1.255	864.4
1.256	864.2
1.257	863.5
1.258	863
1.259	862.6
1.26	861.9
1.261	861.5
1.262	860.9
1.263	860.5
1.264	859.7
1.265	859.4
1.266	858.9
1.267	858.5
1.268	857.6
1.269	856.9
1.27	856.3
1.271	855.9
1.272	855
1.273	854.5
1.274	853.6
1.275	853.4
1.276	852.4
1.277	851.7
1.278	850.9
1.279	850.2
1.28	849.3
1.281	848.6
1.282	847.7
1.283	846.5
1.284	845.8
1.285	845
1.286	844.3
1.287	843.3
1.288	842.8
1.289	841.5
1.29	840.8
1.291	839.8
1.292	839.1
1.293	838.1
1.294	837.2
1.295	836.3
1.296	835.4
1.297	834.1
1.298	833.2
1.299	832.1
1.3	831.2
1.301	829.9
1.302	828.9
1.303	827.9
1.304	827.1
1.305	825.9
1.306	824.6
1.307	823.4
1.308	822.5
1.309	821.2
1.31	820.3
1.311	818.3
1.312	817.2
1.313	816.3
1.314	815.1
1.315	814.1
1.316	812.7
1.317	811.7
1.318	810.2
1.319	809.1
1.32	807.9
1.321	806.6
1.322	805.3
1.323	804.1
1.324	802.8
1.325	802
1.326	800.1
1.327	798.9
1.328	797.5
1.329	796.3
1.33	795
1.331	793.5
1.332	792.1
1.333	791
1.334	789.4
1.335	788.3
1.336	786.8
1.337	785.3
1.338	783.7
1.339	782.3
1.34	780.5
1.341	779
1.342	777.7
1.343	776.2
1.343	774.9
1.344	773.6
1.346	772.3
1.346	770.5
1.347	769.2
1.348	767.7
1.349	766.4
1.35	764.7
1.351	763.4
1.352	761.8
1.353	760.6
1.354	759
1.355	757.4
1.356	755.9
1.357	754.3
1.358	752.8
1.359	751.3
1.36	749.7
1.361	748.6
1.362	746.7
1.363	745.4
1.364	743.7
1.365	742.2
1.366	740.7
1.367	738.6
1.368	737.3
1.369	735.7
1.37	734.3
1.371	732.8
1.372	731.3
1.373	729.8
1.374	728.5
1.375	726.6
1.376	725.2
1.377	723.6
1.378	722.1
1.379	720.4
1.38	718.9
1.381	717.4
1.382	716.1
1.383	714.4
1.384	712.8
1.385	711.1
1.386	709.8
1.387	708.1
1.388	706.7
1.389	704.8
1.39	703.6
1.391	701.8
1.392	700.5
1.393	699.1
1.394	697.4
1.395	695.7
1.396	693.7
1.397	692.3
1.398	690.9
1.399	689.4
1.4	687.8
1.401	686.4
1.402	684.9
1.403	683.8
1.404	681.9
1.405	680.3
1.406	678.9
1.407	677.5
1.408	675.9
1.409	674.4
1.41	672.8
1.411	671.6
1.412	669.9
1.413	668.6
1.414	666.9
1.415	665.5
1.416	663.8
1.417	662.4
1.418	660.9
1.419	659.6
1.42	657.8
1.421	656.4
1.422	655
1.423	653.7
1.424	652
1.425	650.3
1.426	648.9
1.427	647.6
1.428	646.3
1.429	644.9
1.43	643.6
1.431	642
1.432	640.9
1.433	639.4
1.434	637.9
1.435	636.6
1.436	635.2
1.437	633.8
1.438	632.4
1.439	630.9
1.44	629.9
1.441	628.3
1.442	627.1
1.443	625.7
1.444	624.4
1.445	623.1
1.446	621.6
1.447	620.3
1.448	619.1
1.449	617.6
1.45	616.5
1.451	615.2
1.452	614
1.453	612.3
1.454	610.9
1.455	609.8
1.456	608.5
1.457	607.5
1.458	606.1
1.459	604.9
1.46	603.7
1.461	602.8
1.462	601.5
1.463	600.3
1.463	599
1.464	598
1.466	596.7
1.467	595.7
1.467	594.4
1.468	593.5
1.469	592.2
1.47	591.2
1.471	590.3
1.472	589
1.473	587.8
1.474	586.7
1.475	585.7
1.476	585
1.477	583.5
1.478	582.6
1.479	581.5
1.48	580.2
1.481	579.7
1.482	578.3
1.483	577.5
1.484	576.5
1.485	575.7
1.486	574.9
1.487	573.9
1.488	573
1.489	572.4
1.49	571.4
1.491	570.8
1.492	569.8
1.493	569
1.494	568
1.495	567.3
1.496	566.6
1.497	566
1.498	565
1.499	564.4
1.5	563.7
1.501	563.2
1.502	562.5
1.503	561.8
1.504	561.1
1.505	560.8
1.506	560
1.507	559.5
1.508	558.8
1.509	558.2
1.51	558.1
1.511	557.5
1.512	557.1
1.513	556.8
1.514	556.4
1.515	556.2
1.516	555.9
1.517	555.5
1.518	555.6
1.519	555.2
1.52	555.2
1.521	555
1.522	554.9
1.523	554.8
1.524	554.8
1.525	554.8
1.526	555
1.527	554.9
1.528	555.2
1.529	555.4
1.53	555.7
1.531	555.8
1.532	556.1
1.533	556.4
1.534	557.1
1.535	557.4
1.536	557.7
1.537	557.9
1.538	558.5
1.539	559.5
1.54	560.2
1.541	560.9
1.542	561.7
1.543	562.7
1.544	563.7
1.545	564.9
1.546	565.8
1.547	567.2
1.548	568.3
1.549	569.7
1.55	571.3
1.551	572.7
1.552	574
1.553	575.7
1.554	577.3
1.555	579.5
1.556	580.9
1.557	583
1.558	585.1
1.559	587.4
1.56	589.9
1.561	592.1
1.562	594.4
1.563	597.2
1.564	599.7
1.565	602.3
1.566	605.1
1.567	608.1
1.568	611.6
1.569	614.8
1.57	618.5
1.571	621.9
1.572	625.7
1.573	629.4
1.574	633.5
1.575	637.6
1.576	642.2
1.577	646.5
1.578	651.2
1.579	656
1.58	661.2
1.581	666.2
1.582	671.6
1.583	676.9
1.584	683
1.584	688.8
1.586	695
1.587	701.4
1.587	707.9
1.588	714.7
1.589	721.7
1.59	728.8
1.591	736.7
1.592	743.7
1.593	751
1.594	759.1
1.595	767.3
1.596	776.6
1.597	785
1.598	794.4
1.599	803.9
1.6	813.6
1.601	823.5
1.602	833.8
1.603	844.4
1.604	855.6
1.605	866.3
1.606	878.2
1.607	889.9
1.608	902.6
1.609	914.6
1.61	927.5
1.611	940.6
1.612	954.6
1.613	968.2
1.614	982
1.615	996.7
1.616	1012
1.617	1028
1.618	1044
1.619	1059
1.62	1076
1.621	1092
1.622	1109
1.623	1128
1.624	1145
1.625	1165
1.626	1184
1.627	1204
1.628	1225
1.629	1245
1.63	1266
1.631	1288
1.632	1310
1.633	1334
1.634	1356
1.635	1380
1.636	1404
1.637	1429
1.638	1456
1.639	1481
1.64	1507
1.641	1535
1.642	1562
1.643	1591
1.644	1620
1.645	1650
1.646	1680
1.647	1711
1.648	1743
1.649	1773
1.65	1805
1.651	1838
1.652	1872
1.653	1906
1.654	1942
1.655	1977
1.656	2014
1.657	2052
1.658	2091
1.659	2128
1.66	2168
1.661	2207
1.662	2250
1.663	2290
1.664	2332
1.665	2375
1.666	2419
1.667	2463
1.668	2509
1.669	2554
1.67	2603
1.671	2646
1.672	2695
1.673	2743
1.674	2792
1.675	2842
1.676	2892
1.677	2944
1.678	2992
1.679	3045
1.68	3098
1.681	3151
1.682	3206
1.683	3261
1.684	3315
1.685	3373
1.686	3430
1.687	3490
1.688	3546
1.689	3605
1.69	3663
1.691	3726
1.692	3785
1.693	3845
1.694	3906
1.695	3970
1.696	4033
1.697	4097
1.698	4159
1.699	4225
1.7	4287
1.701	4354
1.702	4422
1.703	4487
1.704	4553
1.704	4621
1.706	4685
1.707	4756
1.707	4824
1.708	4891
1.709	4961
1.711	5030
1.711	5106
1.712	5172
1.713	5245
1.714	5316
1.715	5391
1.716	5465
1.717	5537
1.718	5609
1.719	5686
1.72	5758
1.721	5835
1.722	5909
1.723	5987
1.724	6078
1.725	6157
1.726	6235
1.727	6314
1.728	6388
1.729	6466
1.73	6543
1.731	6624
1.732	6702
1.733	6782
1.734	6855
1.735	6935
1.736	7018
1.737	7097
1.738	7178
1.739	7258
1.74	7343
1.741	7422
1.742	7504
1.743	7589
1.744	7672
1.745	7755
1.746	7839
1.747	7921
1.748	8010
1.749	8089
1.75	8176
1.751	8260
1.752	8345
1.753	8432
1.754	8517
1.755	8603
1.756	8692
1.757	8775
1.758	8863
1.759	8950
1.76	9039
1.761	9124
1.762	9204
1.763	9295
1.764	9384
1.765	9475
1.766	9561
1.767	9649
1.768	9737
1.769	9829
1.77	9917
1.771	10010
1.772	10090
1.773	10190
1.774	10280
1.775	10370
1.776	10460
1.777	10550
1.778	10640
1.779	10730
1.78	10830
1.781	10920
1.782	11010
1.783	11100
1.784	11190
1.785	11290
1.786	11380
1.787	11470
1.788	11560
1.789	11660
1.79	11750
1.791	11840
1.792	11930
1.793	12030
1.794	12120
1.795	12220
1.796	12310
1.797	12400
1.798	12500
1.799	12590
1.8	12690
1.799	12590
1.798	12500
1.797	12400
1.796	12300
1.795	12210
1.794	12110
1.793	12010
1.792	11920
1.791	11820
1.79	11730
1.789	11640
1.788	11540
1.787	11440
1.786	11350
1.785	11260
1.784	11160
1.783	11060
1.782	10970
1.781	10880
1.78	10790
1.779	10690
1.778	10600
1.777	10510
1.776	10410
1.775	10320
1.774	10230
1.773	10140
1.772	10040
1.771	9954
1.77	9864
1.769	9774
1.768	9681
1.767	9590
1.766	9500
1.765	9414
1.764	9321
1.763	9231
1.762	9140
1.761	9060
1.76	8973
1.759	8886
1.758	8798
1.757	8708
1.756	8624
1.755	8535
1.754	8448
1.753	8363
1.752	8275
1.751	8189
1.75	8106
1.749	8019
1.748	7939
1.747	7850
1.746	7768
1.745	7684
1.744	7601
1.743	7517
1.742	7432
1.741	7348
1.74	7270
1.739	7183
1.738	7105
1.737	7023
1.736	6944
1.735	6861
1.734	6781
1.733	6708
1.732	6628
1.731	6552
1.73	6470
1.729	6393
1.728	6315
1.727	6241
1.726	6163
1.725	6084
1.724	6007
1.723	5931
1.722	5855
1.721	5781
1.72	5704
1.719	5632
1.718	5556
1.717	5483
1.716	5412
1.715	5338
1.714	5265
1.713	5193
1.712	5121
1.711	5056
1.711	4981
1.709	4912
1.708	4842
1.707	4775
1.707	4708
1.706	4639
1.704	4576
1.704	4508
1.703	4443
1.702	4379
1.701	4313
1.7	4247
1.699	4185
1.698	4120
1.697	4060
1.696	3995
1.695	3934
