Potential(V)	Current(uA)
1.601	1114
1.6	1104
1.599	1093
1.598	1083
1.597	1073
1.596	1064
1.595	1055
1.594	1046
1.593	1038
1.592	1030
1.591	1023
1.59	1014
1.589	1007
1.588	999.2
1.587	992.6
1.587	985.6
1.586	978.9
1.584	972.5
1.584	966.8
1.583	960.7
1.582	955.1
1.581	949.7
1.58	944.1
1.579	939.1
1.578	934
1.577	929.1
1.576	924.8
1.575	920
1.574	915.8
1.573	911.8
1.572	907.8
1.571	904.3
1.57	900.3
1.569	896.7
1.568	893.1
1.567	889.7
1.566	886.3
1.565	883.4
1.564	880.8
1.563	878
1.562	875.5
1.561	872.1
1.56	870.1
1.559	867.1
1.558	864.6
1.557	862.1
1.556	860
1.555	858.1
1.554	855.7
1.553	853.4
1.552	851.8
1.551	849.9
1.55	848.6
1.549	846.2
1.548	844.6
1.547	842.9
1.546	841.2
1.545	839.8
1.544	838.4
1.543	837
1.542	835.6
1.541	834.2
1.54	833.1
1.539	831.9
1.538	830.5
1.537	829
1.536	828.6
1.535	827.4
1.534	826.5
1.533	825.3
1.532	824.4
1.531	823.4
1.53	822.5
1.529	821.3
1.528	820.3
1.527	819.4
1.526	818.6
1.525	817.7
1.524	816.8
1.523	816
1.522	815.3
1.521	814.4
1.52	813.7
1.519	812.7
1.518	812.5
1.517	811.3
1.516	810.7
1.515	810.2
1.514	809.5
1.513	809
1.512	808.1
1.511	807.6
1.51	806.9
1.509	806.5
1.508	805.5
1.507	805.2
1.506	804.3
1.505	804.3
1.504	802.9
1.503	802.5
1.502	801.9
1.501	801.2
1.5	800.8
1.499	799.9
1.498	799.3
1.497	798.9
1.496	797.9
1.495	797.6
1.494	796.8
1.493	796.4
1.492	795.7
1.491	795.2
1.49	794.4
1.489	793.7
1.488	793.1
1.487	792.5
1.486	791.8
1.485	791.1
1.484	790.3
1.483	789.8
1.482	789
1.481	788.8
1.48	787.5
1.479	787.3
1.478	786.6
1.477	785.8
1.476	785.5
1.475	784.4
1.474	783.8
1.473	783.1
1.472	782.5
1.471	781.8
1.47	780.9
1.469	780
1.468	779.8
1.467	778.6
1.467	778.4
1.466	777.3
1.464	776.9
1.463	776
1.463	775.5
1.462	774.7
1.461	774.3
1.46	773.4
1.459	772.6
1.458	772
1.457	771.5
1.456	770.6
1.455	769.8
1.454	769.3
1.453	768.5
1.452	768.5
1.451	767.2
1.45	766.7
1.449	765.7
1.448	765.2
1.447	764.3
1.446	763.6
1.445	762.8
1.444	762.1
1.443	761.4
1.442	760.5
1.441	759.8
1.44	759.2
1.439	758.4
1.438	757.6
1.437	757
1.436	756.2
1.435	755.7
1.434	755
1.433	754.1
1.432	753.7
1.431	752.6
1.43	752.1
1.429	751.2
1.428	750.8
1.427	749.9
1.426	749.2
1.425	748.5
1.424	748.1
1.423	747.9
1.422	746.8
1.421	746.1
1.42	745.3
1.419	744.7
1.418	743.8
1.417	743.2
1.416	742.4
1.415	741.9
1.414	741.1
1.413	740.7
1.412	739.7
1.411	739.2
1.41	738.2
1.409	737.5
1.408	737
1.407	736.3
1.406	735.6
1.405	735
1.404	734.5
1.403	734.3
1.402	733.2
1.401	732.5
1.4	731.9
1.399	731.4
1.398	731
1.397	730.3
1.396	729.6
1.395	729.6
1.394	729.3
1.393	728.6
1.392	727.9
1.391	727.1
1.39	726.7
1.389	725.8
1.388	725.4
1.387	724.7
1.386	724.3
1.385	723.6
1.384	723.2
1.383	722.7
1.382	722.3
1.381	721.5
1.38	721.1
1.379	720.8
1.378	720.5
1.377	719.5
1.376	719.2
1.375	718.4
1.374	718.5
1.373	717.7
1.372	717.3
1.371	716.9
1.37	716.3
1.369	716
1.368	715.5
1.367	715
1.366	715.1
1.365	714.8
1.364	714.2
1.363	713.8
1.362	713
1.361	713
1.36	712.2
1.359	712
1.358	711.6
1.357	711.3
1.356	710.8
1.355	710.4
1.354	709.9
1.353	709.8
1.352	709
1.351	708.9
1.35	708.4
1.349	708.1
1.348	707.5
1.347	707.4
1.346	707.1
1.346	707.1
1.344	706.4
1.343	706
1.343	705.7
1.342	705.6
1.341	705.2
1.34	705.1
1.339	705.3
1.338	704.9
1.337	704.7
1.336	704.4
1.335	704.2
1.334	703.6
1.333	703.4
1.332	702.6
1.331	702.2
1.33	702
1.329	701.6
1.328	701.3
1.327	701
1.326	700.6
1.325	700.7
1.324	700
1.323	699.8
1.322	699.5
1.321	699.5
1.32	699.5
1.319	699
1.318	698.5
1.317	698.5
1.316	698.1
1.315	697.8
1.314	697.5
1.313	697.2
1.312	696.5
1.311	696.4
1.31	696.2
1.309	696.1
1.308	695.8
1.307	695.6
1.306	695.2
1.305	695.1
1.304	694.8
1.303	694.1
1.302	693.7
1.301	693.5
1.3	693.2
1.299	692.8
1.298	692.2
1.297	691.6
1.296	691.5
1.295	690.7
1.294	690.3
1.293	689.8
1.292	688.9
1.291	688.2
1.29	687.8
1.289	687.3
1.288	686.8
1.287	685.8
1.286	685.1
1.285	684.3
1.284	683.6
1.283	682.9
1.282	682.4
1.281	681.8
1.28	680.9
1.279	680
1.278	679.2
1.277	678.2
1.276	677.1
1.275	676.1
1.274	674.7
1.273	674.3
1.272	673.2
1.271	672.3
1.27	671.3
1.269	670.4
1.268	669.4
1.267	668.6
1.266	667.5
1.265	666.3
1.264	665.2
1.263	664.5
1.262	663.6
1.261	662.5
1.26	661.3
1.259	660.5
1.258	659.2
1.257	658.4
1.256	657.3
1.255	655.7
1.254	655.2
1.253	653.8
1.252	652.6
1.251	651.2
1.25	650
1.249	648.6
1.248	646.9
1.247	645.4
1.246	644.4
1.245	642.8
1.244	641
1.243	639.4
1.242	637.9
1.241	636.5
1.24	634.2
1.239	632.6
1.238	631.1
1.237	629.2
1.236	627.6
1.235	625.6
1.234	624.1
1.233	622.3
1.232	620.6
1.231	619.3
1.23	617.2
1.229	615.1
1.228	613.5
1.227	611.7
1.226	610.5
1.226	608.9
1.224	606.6
1.223	604.8
1.222	602.7
1.222	600.8
1.221	598.7
1.219	597.1
1.219	594.7
1.218	593
1.217	590.4
1.216	588.1
1.215	586.1
1.214	583.8
1.213	581.4
1.212	579.1
1.211	576.7
1.21	574.5
1.209	571.3
1.208	569
1.207	567.3
1.206	565
1.205	562.1
1.204	559.6
1.203	557.4
1.202	555.3
1.201	553.4
1.2	550.8
1.199	548.1
1.198	546.1
1.197	544
1.196	541.1
1.195	539
1.194	536.4
1.193	534.1
1.192	530.9
1.191	528.7
1.19	526.3
1.189	524.4
1.188	521.2
1.187	518.2
1.186	515.7
1.185	513.2
1.184	510.1
1.183	507.9
1.182	505.2
1.181	502.7
1.18	499.4
1.179	497.2
1.178	494.9
1.177	491.8
1.176	488.6
1.175	486.1
1.174	483.7
1.173	481.5
1.172	478
1.171	475.4
1.17	472.7
1.169	469.9
1.168	467.9
1.167	464.7
1.166	462.3
1.165	459.6
1.164	456.9
1.163	454.9
1.162	452
1.161	448.6
1.16	447.2
1.159	444.4
1.158	441.6
1.157	439.2
1.156	437
1.155	433.7
1.154	431.7
1.153	429.9
1.152	427.1
1.151	425
1.15	422.6
1.149	420.2
1.148	418.6
1.147	416.6
1.146	414.2
1.145	411.6
1.144	409.6
1.143	407.7
1.142	405.8
1.141	403.9
1.14	401.5
1.139	396.1
1.138	390
1.137	382.9
1.136	380.4
1.135	378.8
1.134	377.1
1.133	375.2
1.132	372.1
1.131	370.5
1.13	368.4
1.129	366.8
1.128	364
1.127	361.9
1.126	359.2
1.125	356.8
1.124	354.4
1.123	353
1.122	351.9
1.121	350.2
1.12	348.8
1.119	348.2
1.118	346.5
1.117	345.1
1.116	343.6
1.115	341.7
1.114	340.8
1.113	340.6
1.112	338.9
1.111	337.1
1.11	335.8
1.109	335
1.108	334.8
1.107	335
1.106	333
1.105	332
1.104	330.4
1.103	329
1.102	329.2
1.102	329.3
1.101	329.9
1.099	329.6
1.099	327.9
1.098	328.3
1.097	330.9
1.096	329.4
1.095	330.6
1.094	331
1.093	333
1.092	333.3
1.091	333.9
1.09	333.1
1.089	332.8
1.088	334.3
1.087	335.5
1.086	333.5
1.085	333.8
1.084	336.7
1.083	338.4
1.082	339.6
1.081	340.9
1.08	338.8
1.079	342.5
1.078	343.5
1.077	346.5
1.076	347.2
1.075	348.5
1.074	350.5
1.073	352.8
1.072	354.3
1.071	354.7
1.07	358.9
1.069	361.9
1.068	362.5
1.067	367.7
1.066	372.7
1.065	376
1.064	380.6
1.063	385.1
1.062	389.1
1.061	393.9
1.06	400.2
1.059	405.2
1.058	406.9
1.057	413.9
1.056	418.7
1.055	423.6
1.054	429.5
1.053	435.8
1.052	442.8
1.051	448
1.05	453.9
1.049	462.9
1.048	468.8
1.047	473.4
1.046	481.5
1.045	486
1.044	493.9
1.043	501.8
1.042	509.1
1.041	516.6
1.04	523.3
1.039	527.3
1.038	536.3
1.037	551.2
1.036	558.2
1.035	563.8
1.034	569.3
1.033	575.9
1.032	589
1.031	599.7
1.03	608.1
1.029	619.6
1.028	630.3
1.027	639
1.026	642.7
1.025	650.9
1.024	662
1.023	674.1
1.022	685.2
1.021	691.1
1.02	701.7
1.019	719.9
1.018	733.4
1.017	745.5
1.016	756.4
1.015	766.2
1.014	777.1
1.013	790.7
1.012	798.7
1.011	809.7
1.01	824
1.009	836.4
1.008	852.4
1.007	866.5
1.006	874
1.005	885.1
1.004	900.2
1.003	918.2
1.002	933.1
1.001	945.9
1	957
0.999	969.9
0.998	991.1
0.997	1009
0.996	1022
0.995	1032
0.994	1049
0.993	1070
0.992	1087
0.991	1103
0.99	1117
0.989	1135
0.988	1157
0.987	1177
0.986	1194
0.985	1212
0.984	1228
0.983	1243
0.982	1260
0.982	1280
0.981	1303
0.979	1322
0.978	1340
0.978	1356
0.977	1378
0.976	1395
0.975	1412
0.974	1430
0.973	1447
0.972	1473
0.971	1489
0.97	1504
0.969	1527
0.968	1547
0.967	1569
0.966	1587
0.965	1608
0.964	1628
0.963	1648
0.962	1651
0.961	1665
0.96	1694
0.959	1717
0.958	1740
0.957	1762
0.956	1783
0.955	1799
0.954	1819
0.953	1835
0.952	1863
0.951	1884
0.95	1903
0.949	1928
0.948	1953
0.947	1963
0.946	1985
0.945	2015
0.944	2042
0.943	2065
0.942	2078
0.941	2103
0.94	2128
0.939	2161
0.938	2184
0.937	2206
0.936	2220
0.935	2237
0.934	2271
0.933	2305
0.932	2343
0.931	2375
0.93	2388
0.929	2410
0.928	2423
0.927	2461
0.926	2495
0.925	2513
0.924	2524
0.923	2545
0.922	2574
0.921	2608
0.92	2628
0.919	2652
0.918	2658
0.917	2688
0.916	2729
0.915	2760
0.914	2790
0.913	2799
0.912	2819
0.911	2851
0.91	2892
0.909	2923
0.908	2939
0.907	2945
0.906	2964
0.905	3007
0.904	3053
0.903	3081
0.902	3112
0.901	3134
0.9	3150
0.899	3192
0.898	3233
0.897	3265
0.896	3291
0.895	3312
0.894	3339
0.893	3374
0.892	3394
0.891	3418
0.89	3452
0.889	3490
0.888	3511
0.887	3542
0.886	3558
0.885	3577
0.884	3612
0.883	3644
0.882	3687
0.881	3693
0.88	3721
0.879	3757
0.878	3799
0.877	3853
0.876	3884
0.875	3907
0.874	3932
0.873	3966
0.872	3996
0.871	4019
0.87	4054
0.869	4086
0.868	4113
0.867	4144
0.866	4176
0.865	4207
0.864	4240
0.863	4255
0.862	4279
0.861	4316
0.861	4371
0.859	4409
0.858	4435
0.858	4454
0.857	4498
0.856	4526
0.855	4574
0.854	4609
0.853	4631
0.852	4666
0.851	4708
0.85	4746
0.849	4773
0.848	4797
0.847	4838
0.846	4877
0.845	4922
0.844	4945
0.843	4993
0.842	5037
0.841	5075
0.84	5092
0.839	5120
0.838	5150
0.837	5189
0.836	5222
0.835	5240
0.834	5275
0.833	5319
0.832	5363
0.831	5380
0.83	5412
0.829	5456
0.828	5502
0.827	5549
0.826	5602
0.825	5631
0.824	5637
0.823	5680
0.822	5742
0.821	5780
0.82	5790
0.819	5807
0.818	5837
0.817	5874
0.816	5899
0.815	5926
0.814	5947
0.813	5995
0.812	6044
0.811	6098
0.81	6139
0.809	6142
0.808	6169
0.807	6202
0.806	6244
0.805	6293
0.804	6330
0.803	6358
0.802	6378
0.801	6396
0.8	6443
0.799	6496
0.798	6541
0.797	6548
0.796	6569
0.795	6634
0.794	6679
0.793	6700
0.792	6707
0.791	6760
0.79	6808
0.789	6854
0.788	6886
0.787	6911
0.786	6948
0.785	6985
0.784	7019
0.783	7034
0.782	7082
0.781	7114
0.78	7154
0.779	7187
0.778	7212
0.777	7266
0.776	7291
0.775	7318
0.774	7325
0.773	7378
0.772	7455
0.771	7476
0.77	7491
0.769	7523
0.768	7548
0.767	7582
0.766	7613
0.765	7644
0.764	7684
0.763	7720
0.762	7706
0.761	7722
0.76	7767
0.759	7816
0.758	7819
0.757	7831
0.756	7835
0.755	7884
0.754	7929
0.753	7949
0.752	7969
0.751	7996
0.75	8017
0.749	8081
0.748	8093
0.747	8099
0.746	8125
0.745	8158
0.744	8189
0.743	8215
0.742	8240
0.741	8254
0.741	8274
0.739	8283
0.738	8307
0.737	8340
0.737	8376
0.736	8371
0.734	8392
0.734	8425
0.733	8440
0.732	8459
0.731	8482
0.73	8491
0.729	8519
0.728	8530
0.727	8522
0.726	8551
0.725	8579
0.724	8573
0.723	8559
0.722	8549
0.721	8568
0.72	8564
0.719	8562
0.718	8557
0.717	8558
0.716	8562
0.715	8552
0.714	8545
0.713	8558
0.712	8566
0.711	8559
0.71	8565
0.709	8568
0.708	8575
0.707	8572
0.706	8566
0.705	8568
0.704	8571
0.703	8565
0.702	8555
0.701	8555
0.7	8551
0.699	8545
0.698	8548
0.697	8545
0.696	8534
0.695	8514
0.694	8511
0.693	8513
0.692	8490
0.691	8471
0.69	8471
0.689	8472
0.688	8467
0.687	8463
0.686	8464
0.685	8445
0.684	8435
0.683	8430
0.682	8427
0.681	8422
0.68	8410
0.679	8382
0.678	8377
0.677	8371
0.676	8375
0.675	8359
0.674	8342
0.673	8332
0.672	8339
0.671	8317
0.67	8299
0.669	8287
0.668	8289
0.667	8278
0.666	8268
0.665	8254
0.664	8215
0.663	8199
0.662	8213
0.661	8193
0.66	8170
0.659	8146
0.658	8133
0.657	8119
0.656	8103
0.655	8100
0.654	8078
0.653	8053
0.652	8055
0.651	8056
0.65	8038
0.649	8018
0.648	8006
0.647	8007
0.646	7987
0.645	7975
0.644	7979
0.643	7973
0.642	7949
0.641	7927
0.64	7924
0.639	7929
0.638	7921
0.637	7908
0.636	7876
0.635	7866
0.634	7861
0.633	7851
0.632	7826
0.631	7829
0.63	7821
0.629	7802
0.628	7787
0.627	7783
0.626	7778
0.625	7755
0.624	7743
0.623	7735
0.622	7714
0.621	7699
0.62	7706
0.619	7686
0.618	7679
0.617	7676
0.617	7646
0.616	7626
0.614	7620
0.614	7614
0.613	7615
0.612	7585
0.611	7550
0.61	7544
0.609	7548
0.608	7562
0.607	7547
0.606	7520
0.605	7494
0.604	7490
0.603	7491
0.602	7467
0.601	7462
0.6	7451
0.599	7439
0.598	7436
0.597	7424
0.596	7402
0.595	7375
0.594	7381
0.593	7383
0.592	7358
0.591	7344
0.59	7316
0.589	7295
0.588	7292
0.587	7286
0.586	7285
0.585	7271
0.584	7260
0.583	7234
0.582	7224
0.581	7213
0.58	7209
0.579	7205
0.578	7172
0.577	7158
0.576	7159
0.575	7149
0.574	7136
0.573	7121
0.572	7098
0.571	7060
0.57	7066
0.569	7057
0.568	7063
0.567	7026
0.566	7009
0.565	7011
0.564	6985
0.563	6964
0.562	6967
0.561	6974
0.56	6956
0.559	6930
0.558	6908
0.557	6881
0.556	6888
0.555	6878
0.554	6885
0.553	6853
0.552	6816
0.551	6810
0.55	6802
0.549	6779
0.548	6775
0.547	6753
0.546	6724
0.545	6703
0.544	6692
0.543	6679
0.542	6662
0.541	6642
0.54	6630
0.539	6585
0.538	6555
0.537	6552
0.536	6548
0.535	6536
0.534	6504
0.533	6501
0.532	6488
0.531	6472
0.53	6440
0.529	6433
0.528	6414
0.527	6403
0.526	6387
0.525	6365
0.524	6346
0.523	6325
0.522	6310
0.521	6294
0.52	6280
0.519	6253
0.518	6227
0.517	6217
0.516	6194
0.515	6184
0.514	6149
0.513	6106
0.512	6064
0.511	6044
0.51	6034
0.509	6027
0.508	5989
0.507	5950
0.506	5923
0.505	5890
0.504	5854
0.503	5823
0.502	5801
0.501	5757
0.5	5743
0.499	5699
0.498	5663
0.497	5639
0.496	5593
0.496	5563
0.494	5515
0.493	5468
0.493	5430
0.492	5389
0.491	5343
0.49	5287
0.489	5237
0.488	5181
0.487	5128
0.486	5070
0.485	5016
0.484	4978
0.483	4925
0.482	4843
0.481	4792
0.48	4744
0.479	4678
0.478	4599
0.477	4556
0.476	4505
0.475	4454
0.474	4385
0.473	4326
0.472	4267
0.471	4217
0.47	4156
0.469	4077
0.468	4022
0.467	3941
0.466	3865
0.465	3814
0.464	3751
0.463	3667
0.462	3589
0.461	3518
0.46	3434
0.459	3343
0.458	3259
0.457	3177
0.456	3099
0.455	3018
0.454	2949
0.453	2891
0.452	2825
0.451	2756
0.45	2682
0.449	2615
0.448	2559
0.447	2518
0.446	2451
0.445	2395
0.444	2352
0.443	2314
0.442	2275
0.441	2220
0.44	2164
0.439	2104
0.438	2056
0.437	2009
0.436	1965
0.435	1927
0.434	1891
0.433	1843
0.432	1796
0.431	1741
0.43	1695
0.429	1654
0.428	1602
0.427	1573
0.426	1520
0.425	1477
0.424	1441
0.423	1398
0.422	1352
0.421	1294
0.42	1253
0.419	1203
0.418	1163
0.417	1115
0.416	1074
0.415	1035
0.414	986
0.413	940.1
0.412	911
0.411	885
0.41	854.9
0.409	822.6
0.408	784.9
0.407	755.6
0.406	724
0.405	692.8
0.404	653.7
0.403	619.8
0.402	592.5
0.401	564.6
0.4	527.2
0.399	496.7
0.398	453
0.397	421.8
0.396	394.2
0.395	361.7
0.394	334.5
0.393	307.6
0.392	278.3
0.391	251.5
0.39	232.2
0.389	203.2
0.388	176.2
0.387	161.6
0.386	151.2
0.385	139.9
0.384	123.2
0.383	117.6
0.382	113.5
0.381	111.2
0.38	106.5
0.379	101.4
0.378	93.32
0.377	83.65
0.376	81.65
0.376	79.93
0.374	78.11
0.373	76.98
0.373	74.88
0.372	72.75
0.371	69.02
0.369	67.45
0.369	67.32
0.368	67.24
0.367	67.13
0.366	67.01
0.365	66.84
0.364	66.73
0.363	66.59
0.362	66.57
0.361	66.61
0.36	66.4
0.359	66.22
0.358	65.9
0.357	64.78
0.356	64.2
0.355	63.18
0.354	62.12
0.353	61.48
0.352	59.3
0.351	57.32
0.35	55.34
0.349	54.08
0.348	54.02
0.347	53.92
0.346	53.78
0.345	53.67
0.344	53.58
0.343	53.43
0.342	53.28
0.341	53.21
0.34	53.17
0.339	53.1
0.338	53.07
0.337	52.94
0.336	52.85
0.335	52.77
0.334	52.65
0.333	52.56
0.332	52.42
0.331	52.14
0.33	51.97
0.329	51.8
0.328	51.63
0.327	51.44
0.326	51.15
0.325	50.79
0.324	50.22
0.323	49.66
0.322	49.12
0.321	48.27
0.32	47.68
0.319	47.09
0.318	46.64
0.317	45.92
0.316	44.38
0.315	39.63
0.314	38.61
0.313	38.39
0.312	38.39
0.311	38.32
0.31	38.15
0.309	37.86
0.308	36.43
0.307	36.28
0.306	36.19
0.305	36.11
0.304	36.02
0.303	35.96
0.302	35.89
0.301	35.83
0.3	35.7
0.299	35.62
0.298	35.52
0.297	35.47
0.296	35.39
0.295	35.32
0.294	35.23
0.293	35.14
0.292	35.09
0.291	34.97
0.29	35
0.289	34.92
0.288	34.87
0.287	34.83
0.286	34.78
0.285	34.79
0.284	34.76
0.283	34.67
0.282	34.63
0.281	34.56
0.28	34.49
0.279	34.38
0.278	34.26
0.277	34.14
0.276	34.07
0.275	33.97
0.274	33.87
0.273	33.72
0.272	33.36
0.271	32.95
0.27	32.63
0.269	32.35
0.268	32.07
0.267	31.63
0.266	31.23
0.265	30.89
0.264	30.58
0.263	30.11
0.262	29.94
0.261	29.64
0.26	29.12
0.259	28.73
0.258	27.09
0.257	26.8
0.256	26.52
0.256	26.25
0.254	26.02
0.253	25.78
0.252	25.53
0.252	25.28
0.251	25.02
0.249	24.76
0.249	24.51
0.248	24.25
0.247	23.97
0.246	23.71
0.245	23.42
0.244	23.19
0.243	22.92
0.242	22.59
0.241	22.26
0.24	21.99
0.239	21.64
0.238	21.22
0.237	20.74
0.236	20.22
0.235	19.53
0.234	18.13
0.233	15.12
0.232	14.91
0.231	14.87
0.23	14.78
0.229	14.7
0.228	14.69
0.227	14.74
0.226	14.75
0.225	14.68
0.224	14.63
0.223	14.58
0.222	14.51
0.221	14.46
0.22	14.39
0.219	14.33
0.218	14.23
0.217	14.15
0.216	14.08
0.215	14
0.214	13.89
0.213	13.79
0.212	13.65
0.211	13.51
0.21	13.34
0.209	13.23
0.208	13.12
0.207	13.08
0.206	13.08
0.205	13.05
0.204	13.01
0.203	12.99
0.202	12.96
0.201	12.93
0.2	12.87
0.199	12.82
0.198	12.91
0.197	12.72
0.196	12.51
0.195	12.42
0.194	12.35
0.193	12.27
0.192	12.22
0.191	12.17
0.19	12.11
0.189	12
0.188	11.92
0.187	11.8
0.186	11.66
0.185	11.54
0.184	11.44
0.183	11.31
0.182	11.19
0.181	11.06
0.18	10.94
0.181	11.36
0.182	11.54
0.183	11.58
0.184	11.44
0.185	11.16
0.186	10.88
0.187	10.43
0.188	9.53
0.189	9.73
