Potential(V)	Current(uA)
0.458	1.178
0.459	1.184
0.46	1.184
0.461	1.187
0.462	1.2
0.463	1.197
0.464	1.201
0.465	1.205
0.466	1.213
0.467	1.203
0.468	1.207
0.469	1.208
0.47	1.216
0.471	1.215
0.472	1.225
0.473	1.226
0.474	1.227
0.475	1.227
0.476	1.234
0.477	1.234
0.478	1.238
0.479	1.241
0.48	1.241
0.481	1.244
0.482	1.259
0.483	1.268
0.484	1.297
0.485	1.303
0.486	1.315
0.487	1.316
0.488	1.316
0.489	1.311
0.49	1.338
0.491	1.328
0.492	1.34
0.493	1.339
0.493	1.339
0.494	1.339
0.496	1.339
0.496	1.351
0.497	1.343
0.498	1.358
0.499	1.367
0.5	1.366
0.501	1.374
0.502	1.373
0.503	1.37
0.504	1.384
0.505	1.379
0.506	1.389
0.507	1.391
0.508	1.393
0.509	1.404
0.51	1.415
0.511	1.414
0.512	1.413
0.513	1.424
0.514	1.43
0.515	1.437
0.516	1.443
0.517	1.436
0.518	1.451
0.519	1.465
0.52	1.449
0.521	1.455
0.522	1.455
0.523	1.466
0.524	1.472
0.525	1.481
0.526	1.486
0.527	1.493
0.528	1.499
0.529	1.497
0.53	1.502
0.531	1.505
0.532	1.51
0.533	1.518
0.534	1.525
0.535	1.53
0.536	1.529
0.537	1.538
0.538	1.54
0.539	1.547
0.54	1.544
0.541	1.562
0.542	1.636
0.543	1.646
0.544	1.658
0.545	1.658
0.546	1.662
0.547	1.673
0.548	1.672
0.549	1.683
0.55	1.675
0.551	1.68
0.552	1.698
0.553	1.705
0.554	1.701
0.555	1.706
0.556	1.717
0.557	1.722
0.558	1.729
0.559	1.737
0.56	1.743
0.561	1.739
0.562	1.751
0.563	1.755
0.564	1.768
0.565	1.762
0.566	1.777
0.567	1.79
0.568	1.784
0.569	1.8
0.57	1.807
0.571	1.806
0.572	1.811
0.573	1.814
0.574	1.814
0.575	1.821
0.576	1.837
0.577	1.855
0.578	1.848
0.579	1.851
0.58	1.865
0.581	1.861
0.582	1.875
0.583	1.883
0.584	1.893
0.585	1.898
0.586	1.901
0.587	1.903
0.588	1.906
0.589	1.919
0.59	1.922
0.591	1.932
0.592	1.935
0.593	1.938
0.594	1.953
0.595	1.961
0.596	1.964
0.597	1.97
0.598	1.973
0.599	1.981
0.6	1.989
0.601	1.996
0.602	2.001
0.603	2.015
0.604	2.013
0.605	2.032
0.606	2.036
0.607	2.038
0.608	2.041
0.609	2.049
0.61	2.054
0.611	2.062
0.612	2.07
0.613	2.079
0.614	2.091
0.614	2.087
0.616	2.108
0.617	2.113
0.617	2.119
0.618	2.125
0.619	2.138
0.62	2.146
0.621	2.15
0.622	2.161
0.623	2.173
0.624	2.18
0.625	2.194
0.626	2.193
0.627	2.205
0.628	2.215
0.629	2.231
0.63	2.235
0.631	2.245
0.632	2.263
0.633	2.269
0.634	2.284
0.635	2.29
0.636	2.35
0.637	2.363
0.638	2.385
0.639	2.432
0.64	2.501
0.641	2.437
0.642	2.382
0.643	2.4
0.644	2.404
0.645	2.408
0.646	2.425
0.647	2.432
0.648	2.435
0.649	2.444
0.65	2.462
0.651	2.481
0.652	2.494
0.653	2.513
0.654	2.517
0.655	2.548
0.656	2.572
0.657	2.631
0.658	2.731
0.659	2.736
0.66	2.808
0.661	2.865
0.662	2.916
0.663	2.937
0.664	2.971
0.665	3.009
0.666	3.046
0.667	3.054
0.668	3.087
0.669	3.112
0.67	3.172
0.671	3.442
0.672	3.488
0.673	3.497
0.674	3.535
0.675	3.529
0.676	3.59
0.677	3.616
0.678	3.661
0.679	3.744
0.68	3.783
0.681	3.812
0.682	3.861
0.683	3.894
0.684	3.919
0.685	3.952
0.686	3.993
0.687	4.001
0.688	4.067
0.689	4.083
0.69	4.125
0.691	4.169
0.692	4.189
0.693	4.255
0.694	4.286
0.695	4.301
0.696	4.448
0.697	4.504
0.698	4.525
0.699	4.595
0.7	4.7
0.701	4.752
0.702	4.795
0.703	4.898
0.704	4.905
0.705	5.03
0.706	5.041
0.707	5.101
0.708	5.176
0.709	5.232
0.71	5.259
0.711	5.332
0.712	5.416
0.713	5.458
0.714	5.546
0.715	5.671
0.716	5.738
0.717	5.738
0.718	5.863
0.719	5.906
0.72	5.967
0.721	6.42
0.722	6.614
0.723	6.774
0.724	6.891
0.725	7.123
0.726	7.228
0.727	7.476
0.728	7.602
0.729	7.795
0.73	8.12
0.731	8.482
0.732	8.724
0.733	9.189
0.734	9.702
0.734	10.04
0.736	9.476
0.737	9.749
0.737	10.43
0.738	10.82
0.739	11.03
0.741	11.57
0.741	11.9
0.742	12.47
0.743	13.22
0.744	13.33
0.745	13.85
0.746	14.4
0.747	14.82
0.748	15.57
0.749	16.11
0.75	16.59
0.751	17.59
0.752	17.8
0.753	18.65
0.754	19.29
0.755	20.05
0.756	20.62
0.757	21.01
0.758	21.64
0.759	22.34
0.76	23.33
0.761	25
0.762	25.39
0.763	25.87
0.764	26.86
0.765	27.74
0.766	28.42
0.767	29.46
0.768	29.87
0.769	31.04
0.77	31.69
0.771	32.6
0.772	33.37
0.773	34.02
0.774	35.07
0.775	35.75
0.776	36.5
0.777	37.45
0.778	38.71
0.779	39.34
0.78	40.23
0.781	41.12
0.782	42.55
0.783	44.83
0.784	45.6
0.785	45.71
0.786	47.15
0.787	48.56
0.788	51.53
0.789	53.26
0.79	54.04
0.791	51.97
0.792	49.5
0.793	51.9
0.794	53.72
0.795	54.31
0.796	54.39
0.797	55
0.798	56.54
0.799	58.12
0.8	59.07
0.801	61.49
0.802	62.18
0.803	63.38
0.804	64.12
0.805	65.46
0.806	68.23
0.807	70.76
0.808	71.31
0.809	70.97
0.81	71.57
0.811	74.06
0.812	76.48
0.813	77.44
0.814	78.39
0.815	78.79
0.816	80.8
0.817	82.47
0.818	82.83
0.819	83.15
0.82	85.07
0.821	88.16
0.822	89.31
0.823	89.44
0.824	90.6
0.825	91.9
0.826	93.94
0.827	95.92
0.828	98.88
0.829	98.32
0.83	98.22
0.831	99.91
0.832	104.5
0.833	108.1
0.834	108.4
0.835	109
0.836	109.9
0.837	111
0.838	113.3
0.839	115.4
0.84	116.5
0.841	118.2
0.842	119
0.843	120.2
0.844	122
0.845	122.9
0.846	124.5
0.847	127.6
0.848	128.5
0.849	126.8
0.85	129.3
0.851	132.6
0.852	133
0.853	133.8
0.854	135.7
0.855	136.6
0.856	138.7
0.857	141.8
0.858	144.6
0.858	145.2
0.859	145.5
0.861	142.8
0.861	137.6
0.862	139.9
0.863	143.9
0.864	146.2
0.865	146.1
0.866	147.5
0.867	151.5
0.868	151.9
0.869	152.7
0.87	154.2
0.871	156.4
0.872	158.9
0.873	160.1
0.874	163.6
0.875	164
0.876	165.4
0.877	165.3
0.878	168.7
0.879	173.3
0.88	176.6
0.881	176.1
0.882	175.7
0.883	175.5
0.884	176
0.885	179.7
0.886	186
0.887	188.8
0.888	187.4
0.889	187.6
0.89	189.3
0.891	191.4
0.892	194.9
0.893	198.4
0.894	198.9
0.895	199.9
0.896	202.5
0.897	203.5
0.898	206.3
0.899	208.3
0.9	208.5
0.901	211.3
0.902	218.1
0.903	221
0.904	218
0.905	216.1
0.906	217
0.907	218.5
0.908	224.4
0.909	227.8
0.91	229.6
0.911	231.2
0.912	233.1
0.913	232.7
0.914	235.5
0.915	237.3
0.916	240.6
0.917	241.3
0.918	244.8
0.919	246.5
0.92	245.7
0.921	250.3
0.922	251.4
0.923	251.9
0.924	256.1
0.925	261
0.926	263.1
0.927	261.8
0.928	261.2
0.929	262.5
0.93	268.4
0.931	272
0.932	272.2
0.933	273.4
0.934	275
0.935	274.4
0.936	273.5
0.937	277.9
0.938	281.9
0.939	285.6
0.94	287
0.941	289.1
0.942	288.3
0.943	287.1
0.944	291.5
0.945	299.1
0.946	299.7
0.947	299.5
0.948	300.2
0.949	303.1
0.95	303.1
0.951	307.3
0.952	308
0.953	311.4
0.954	316.6
0.955	315.1
0.956	317
0.957	320.7
0.958	323.4
0.959	325.2
0.96	326.6
0.961	325.3
0.962	329.5
0.963	331.1
0.964	333.8
0.965	339.2
0.966	339.8
0.967	340
0.968	341
0.969	343.2
0.97	345.7
0.971	348.8
0.972	352.8
0.973	358.1
0.974	361.1
0.975	356.4
0.976	355.4
0.977	357.3
0.978	360.9
0.978	367.6
0.979	375.9
0.981	371.9
0.982	365.5
0.982	367.3
0.983	378
0.984	382.2
0.985	381.1
0.986	381.3
0.987	379.2
0.988	381.4
0.989	390.3
0.99	401.7
0.991	406.1
0.992	402.1
0.993	396.4
0.994	393.3
0.995	396.6
0.996	406.9
0.997	416.3
0.998	419.6
0.999	417.5
1	419.5
1.001	423.3
1.002	426
1.003	427.9
1.004	428.8
1.005	428
1.006	430.7
1.007	436
1.008	443.2
1.009	440.2
1.01	436.7
1.011	440.5
1.012	448.1
1.013	455.4
1.014	457.1
1.015	458.5
1.016	455.6
1.017	455.9
1.018	461.5
1.019	469.3
1.02	472.2
1.021	475.7
1.022	472.8
1.023	475.9
1.024	484.5
1.025	486.2
1.026	486.6
1.027	489.6
1.028	495.7
1.029	498.6
1.03	500.7
1.031	504.1
1.032	509.2
1.033	513.3
1.034	518
1.035	521.9
1.036	526.1
1.037	529.9
1.038	536.1
1.039	541.2
1.04	541.7
1.041	541.4
1.042	546.1
1.043	550.4
1.044	555.2
1.045	562.9
1.046	567.3
1.047	571.9
1.048	576.7
1.049	581.4
1.05	585.3
1.051	591.8
1.052	597.5
1.053	602.6
1.054	603.9
1.055	609
1.056	615.5
1.057	622
1.058	630.5
1.059	641.7
1.06	649.4
1.061	652.1
1.062	654.1
1.063	658.5
1.064	669.4
1.065	681.4
1.066	691.3
1.067	701.7
1.068	704.3
1.069	703.5
1.07	711.8
1.071	728.2
1.072	745.8
1.073	752.8
1.074	755.6
1.075	763.2
1.076	772.2
1.077	786.2
1.078	798.1
1.079	813.9
1.08	829
1.081	841.7
1.082	845.8
1.083	849.2
1.084	857
1.085	872.5
1.086	891.9
1.087	911.2
1.088	920.6
1.089	923.7
1.09	928.1
1.091	937.3
1.092	954.3
1.093	975.2
1.094	998
1.095	1013
1.096	1021
1.097	1026
1.098	1031
1.099	1040
1.099	1060
1.101	1077
1.102	1087
1.102	1095
1.103	1113
1.104	1122
1.105	1134
1.106	1139
1.107	1147
1.108	1157
1.109	1172
1.11	1194
1.111	1208
1.112	1213
1.113	1215
1.114	1216
1.115	1232
1.116	1251
1.117	1266
1.118	1274
1.119	1271
1.12	1265
1.121	1274
1.122	1293
1.123	1312
1.124	1320
1.125	1322
1.126	1329
1.127	1334
1.128	1343
1.129	1355
1.13	1365
1.131	1372
1.132	1377
1.133	1384
1.134	1387
1.135	1392
1.136	1399
1.137	1412
1.138	1426
1.139	1442
1.14	1449
1.141	1449
1.142	1448
1.143	1459
1.144	1467
1.145	1474
1.146	1480
1.147	1485
1.148	1485
1.149	1494
1.15	1505
1.151	1516
1.152	1521
1.153	1520
1.154	1523
1.155	1532
1.156	1538
1.157	1536
1.158	1545
1.159	1554
1.16	1556
1.161	1559
1.162	1572
1.163	1573
1.164	1571
1.165	1575
1.166	1580
1.167	1582
1.168	1586
1.169	1591
1.17	1590
1.171	1590
1.172	1587
1.173	1595
1.174	1607
1.175	1609
1.176	1605
1.177	1597
1.178	1601
1.179	1610
1.18	1609
1.181	1612
1.182	1609
1.183	1604
1.184	1601
1.185	1604
1.186	1612
1.187	1613
1.188	1607
1.189	1592
1.19	1591
1.191	1598
1.192	1610
1.193	1620
1.194	1611
1.195	1595
1.196	1571
1.197	1556
1.198	1556
1.199	1562
1.2	1574
1.201	1572
1.202	1557
1.203	1538
1.204	1526
1.205	1531
1.206	1546
1.207	1555
1.208	1554
1.209	1545
1.21	1535
1.211	1526
1.212	1534
1.213	1547
1.214	1553
1.215	1547
1.216	1534
1.217	1523
1.218	1521
1.219	1524
1.219	1526
1.221	1523
1.222	1519
1.222	1514
1.223	1510
1.224	1509
1.226	1510
1.226	1501
1.227	1487
1.228	1474
1.229	1475
1.23	1475
1.231	1471
1.232	1471
1.233	1468
1.234	1461
1.235	1462
1.236	1465
1.237	1458
1.238	1450
1.239	1431
1.24	1424
1.241	1426
1.242	1430
1.243	1427
1.244	1430
1.245	1432
1.246	1420
1.247	1413
1.248	1414
1.249	1405
1.25	1394
1.251	1390
1.252	1380
1.253	1362
1.254	1340
1.255	1318
1.256	1296
1.257	1288
1.258	1288
1.259	1286
1.26	1269
1.261	1249
1.262	1233
1.263	1221
1.264	1211
1.265	1208
1.266	1210
1.267	1211
1.268	1200
1.269	1187
1.27	1180
1.271	1176
1.272	1174
1.273	1171
1.274	1162
1.275	1148
1.276	1138
1.277	1131
1.278	1124
1.279	1122
1.28	1119
1.281	1117
1.282	1115
1.283	1113
1.284	1110
1.285	1108
1.286	1099
1.287	1087
1.288	1071
1.289	1054
1.29	1035
1.291	1019
1.292	1006
1.293	990.7
1.294	975.7
1.295	962.3
1.296	952.7
1.297	948.2
1.298	945.2
1.299	941.3
1.3	939
1.301	940.5
1.302	939.6
1.303	938.4
1.304	939
1.305	940
1.306	943.1
1.307	946.1
1.308	949.3
1.309	955.8
1.31	961.8
1.311	964.4
1.312	972.3
1.313	978.5
1.314	980.8
1.315	984.5
1.316	981.6
1.317	980.6
1.318	981
1.319	981.5
1.32	981.7
1.321	981.5
1.322	981.5
1.323	981.3
1.324	977.4
1.325	971.9
1.326	963.6
1.327	952.9
1.328	944.8
1.329	933.6
1.33	924.5
1.331	915.6
1.332	911.9
1.333	907.6
1.334	906.4
1.335	905.9
1.336	907.2
1.337	908.2
1.338	908.3
1.339	907.4
1.34	907
1.341	906.2
1.342	909.6
1.343	912.5
1.343	916.9
1.344	919.4
1.346	923.4
1.346	925.7
1.347	929.1
1.348	929.9
1.349	929.9
1.35	928.5
1.351	926.6
1.352	927.5
1.353	928
1.354	928.4
1.355	930
1.356	931.6
1.357	935.2
1.358	937.7
1.359	940.8
1.36	941.4
1.361	943
1.362	944
1.363	945.4
1.364	946.9
1.365	948.7
1.366	950.2
1.367	949
1.368	944
1.369	933.7
1.37	925.7
1.371	919.9
1.372	908
1.373	898.4
1.374	890.2
1.375	880.5
1.376	871
1.377	862.1
1.378	852.5
1.379	841.1
1.38	831.3
1.381	818.9
1.382	808.3
1.383	798.5
1.384	791.3
1.385	786
1.386	781.1
1.387	778
1.388	776.1
1.389	775.1
1.39	772.7
1.391	772.7
1.392	771.8
1.393	770.9
1.394	772.8
1.395	774.9
1.396	777
1.397	780
1.398	781.7
1.399	784
1.4	786.6
1.401	789.6
1.402	787
1.403	783.2
1.404	781.3
1.405	779.4
1.406	776.7
1.407	773.7
1.408	768.4
1.409	763
1.41	760.1
1.411	758.9
1.412	755.6
1.413	749.6
1.414	744.3
1.415	739.8
1.416	735.7
1.417	731.4
1.418	726.3
1.419	723.3
1.42	720.2
1.421	719
1.422	718.6
1.423	717
1.424	716.7
1.425	712.9
1.426	709.2
1.427	707.6
1.428	703.1
1.429	701.5
1.43	700
1.431	699
1.432	696
1.433	692.2
1.434	688.8
1.435	685
1.436	682.1
1.437	678.9
1.438	676.9
1.439	673.8
1.44	674.2
1.441	672.7
1.442	672.6
1.443	670.8
1.444	668.2
1.445	665
1.446	663.9
1.447	662.8
1.448	662
1.449	661.1
1.45	659.8
1.451	658.6
1.452	653.6
1.453	646.3
1.454	640.1
1.455	636.5
1.456	632.6
1.457	630.1
1.458	627.5
1.459	626.2
1.46	626.7
1.461	626.4
1.462	625.7
1.463	624.5
1.463	624.2
1.464	625.3
1.466	624.5
1.467	624.1
1.467	622.4
1.468	622.1
1.469	620.2
1.47	617.1
1.471	614
1.472	612.2
1.473	609.3
1.474	607.3
1.475	604.1
1.476	600.3
1.477	596.6
1.478	594.7
1.479	592.7
1.48	592
1.481	591.5
1.482	590.6
1.483	589.3
1.484	588.1
1.485	590.2
1.486	590
1.487	588.6
1.488	587.5
1.489	587.6
1.49	586.8
1.491	584.5
1.492	582.7
1.493	581.6
1.494	579.9
1.495	577.7
1.496	575.6
1.497	576
1.498	574.9
1.499	574.8
1.5	574.1
1.501	572.6
1.502	571
1.503	571.4
1.504	572.3
1.505	571.9
1.506	571
1.507	570.9
1.508	571.4
1.509	571.1
1.51	570.2
1.511	569.1
1.512	567.7
1.513	565.8
1.514	565.6
1.515	565.5
1.516	566
1.517	565.7
1.518	565.9
1.519	566.6
1.52	567.8
1.521	568.1
1.522	568.6
1.523	569
1.524	569.5
1.525	569.8
1.526	569.9
1.527	570.6
1.528	571.2
1.529	570.4
1.53	571.6
1.531	572.6
1.532	571.9
1.533	572.9
1.534	573.8
1.535	573.7
1.536	574.3
1.537	574.6
1.538	575.6
1.539	576.8
1.54	578.4
1.541	579.2
1.542	580.5
1.543	581.6
1.544	581.7
1.545	582.5
1.546	583.7
1.547	586.6
1.548	589.1
1.549	591.1
1.55	593.4
1.551	594.7
1.552	596.5
1.553	598.1
1.554	600.1
1.555	603.5
1.556	605.2
1.557	608
1.558	611.4
1.559	614.3
1.56	616.6
1.561	619.2
1.562	621.6
1.563	624.8
1.564	626.8
1.565	630.5
1.566	634.6
1.567	638.1
1.568	643.1
1.569	647.8
1.57	651.8
1.571	655.6
1.572	660.6
1.573	665.6
1.574	670
1.575	675.5
1.576	681.3
1.577	685.3
1.578	690.6
1.579	696.1
1.58	702.3
1.581	708.3
1.582	716
1.583	722.9
1.584	729.5
1.584	736.6
1.586	744.5
1.587	752
1.587	759.6
1.588	768.1
1.589	777.2
1.59	785.8
1.591	795.2
1.592	804.6
1.593	813.2
1.594	822
1.595	831.6
1.596	842.8
1.597	852.3
1.598	864.3
1.599	875.5
1.6	887.1
1.601	900.2
1.602	913.6
1.603	926.4
1.604	940
1.605	953
1.606	967.2
1.607	981.7
1.608	997.1
1.609	1012
1.61	1028
1.611	1043
1.612	1061
1.613	1077
1.614	1094
1.615	1112
1.616	1132
1.617	1150
1.618	1171
1.619	1190
1.62	1211
1.621	1230
1.622	1251
1.623	1274
1.624	1296
1.625	1321
1.626	1345
1.627	1371
1.628	1397
1.629	1422
1.63	1447
1.631	1474
1.632	1502
1.633	1533
1.634	1560
1.635	1590
1.636	1621
1.637	1653
1.638	1687
1.639	1719
1.64	1752
1.641	1788
1.642	1822
1.643	1860
1.644	1897
1.645	1935
1.646	1973
1.647	2014
1.648	2056
1.649	2094
1.65	2137
1.651	2179
1.652	2223
1.653	2269
1.654	2316
1.655	2361
1.656	2409
1.657	2458
1.658	2510
1.659	2559
1.66	2612
1.661	2663
1.662	2720
1.663	2772
1.664	2829
1.665	2887
1.666	2946
1.667	3005
1.668	3066
1.669	3126
1.67	3191
1.671	3251
1.672	3317
1.673	3381
1.674	3448
1.675	3515
1.676	3583
1.677	3653
1.678	3718
1.679	3790
1.68	3863
1.681	3936
1.682	4010
1.683	4087
1.684	4161
1.685	4241
1.686	4319
1.687	4401
1.688	4479
1.689	4559
1.69	4640
1.691	4726
1.692	4807
1.693	4891
1.694	4975
1.695	5063
1.696	5150
1.697	5241
1.698	5327
1.699	5419
1.7	5505
1.701	5597
1.702	5692
1.703	5781
1.704	5874
1.704	5969
1.706	6076
1.707	6174
1.707	6269
1.708	6364
1.709	6462
1.711	6560
1.711	6666
1.712	6758
1.713	6860
1.714	6960
1.715	7065
1.716	7170
1.717	7271
1.718	7374
1.719	7481
1.72	7582
1.721	7692
1.722	7796
1.723	7907
1.724	8013
1.725	8124
1.726	8235
1.727	8347
1.728	8453
1.729	8563
1.73	8676
1.731	8790
1.732	8901
1.733	9017
1.734	9122
1.735	9237
1.736	9357
1.737	9470
1.738	9589
1.739	9702
1.74	9828
1.741	9944
1.742	10070
1.743	10190
1.744	10320
1.745	10440
1.746	10570
1.747	10690
1.748	10820
1.749	10940
1.75	11070
1.751	11190
1.752	11320
1.753	11450
1.754	11580
1.755	11710
1.756	11840
1.757	11970
1.758	12100
1.759	12230
1.76	12360
1.761	12490
1.762	12610
1.763	12740
1.764	12880
1.765	13020
1.766	13150
1.767	13280
1.768	13410
1.769	13550
1.77	13680
1.771	13810
1.772	13940
1.773	14060
1.774	14190
1.775	14330
1.776	14450
1.777	14590
1.778	14720
1.779	14860
1.78	15000
1.781	15140
1.782	15280
1.783	15430
1.784	15570
1.785	15720
1.786	15850
1.787	15980
1.788	16120
1.789	16260
1.79	16400
1.791	16530
1.792	16680
1.793	16820
1.794	16970
1.795	17120
1.796	17260
1.797	17400
1.798	17550
1.799	17690
1.8	17840
1.799	17710
1.798	17580
1.797	17440
1.796	17320
1.795	17190
1.794	17060
1.793	16930
1.792	16800
1.791	16660
1.79	16550
1.789	16410
1.788	16280
1.787	16150
1.786	16020
1.785	15900
1.784	15750
1.783	15620
1.782	15490
1.781	15360
1.78	15240
1.779	15110
1.778	14980
1.777	14860
1.776	14720
1.775	14600
1.774	14460
1.773	14330
1.772	14200
1.771	14070
1.77	13940
1.769	13810
1.768	13680
1.767	13550
1.766	13420
1.765	13290
1.764	13160
1.763	13020
1.762	12880
1.761	12770
1.76	12640
1.759	12510
1.758	12390
1.757	12250
1.756	12140
1.755	12000
1.754	11870
1.753	11740
1.752	11610
1.751	11480
1.75	11350
1.749	11210
1.748	11090
1.747	10960
1.746	10830
1.745	10700
1.744	10570
1.743	10450
1.742	10310
1.741	10190
1.74	10060
1.739	9933
1.738	9808
1.737	9681
1.736	9559
1.735	9432
1.734	9311
1.733	9199
1.732	9075
1.731	8956
1.73	8831
1.729	8709
1.728	8595
1.727	8477
1.726	8355
1.725	8232
1.724	8112
1.723	7995
1.722	7873
1.721	7758
1.72	7638
1.719	7520
1.718	7403
1.717	7291
1.716	7179
1.715	7064
1.714	6949
1.713	6840
1.712	6728
1.711	6631
1.711	6520
1.709	6416
1.708	6315
1.707	6219
1.707	6120
1.706	6022
1.704	5931
1.704	5837
1.703	5746
1.702	5654
1.701	5561
1.7	5470
1.699	5385
1.698	5293
1.697	5209
1.696	5121
1.695	5036
1.694	4949
1.693	4866
1.692	4785
1.691	4706
1.69	4622
1.689	4542
1.688	4463
1.687	4388
1.686	4309
1.685	4232
1.684	4154
1.683	4083
1.682	4008
1.681	3935
1.68	3863
1.679	3793
1.678	3723
1.677	3660
1.676	3592
1.675	3526
1.674	3460
1.673	3394
1.672	3331
1.671	3268
1.67	3210
1.669	3146
1.668	3087
1.667	3028
1.666	2970
1.665	2913
1.664	2857
1.663	2802
1.662	2749
1.661	2694
1.66	2644
1.659	2593
1.658	2545
1.657	2494
1.656	2446
1.655	2399
1.654	2354
1.653	2309
1.652	2265
1.651	2222
1.65	2180
1.649	2139
1.648	2102
1.647	2062
1.646	2023
1.645	1986
1.644	1949
1.643	1913
1.642	1878
1.641	1844
1.64	1810
1.639	1777
1.638	1746
1.637	1714
1.636	1683
1.635	1654
1.634	1625
1.633	1600
1.632	1570
1.631	1544
1.63	1518
1.629	1494
1.628	1470
1.627	1446
1.626	1422
1.625	1400
1.624	1379
1.623	1358
1.622	1337
1.621	1317
1.62	1300
1.619	1281
1.618	1263
1.617	1245
1.616	1228
1.615	1211
1.614	1195
1.613	1179
1.612	1161
1.611	1146
