Potential(V)	Current(uA)
1.61	1132
1.609	1119
1.608	1106
1.607	1092
1.606	1080
1.605	1067
1.604	1056
1.603	1044
1.602	1034
1.601	1023
1.6	1013
1.599	1003
1.598	993.7
1.597	984.6
1.596	976.2
1.595	966.9
1.594	958.8
1.593	950.8
1.592	943.7
1.591	936.8
1.59	928.9
1.589	922
1.588	914.9
1.587	908.6
1.587	902
1.586	895.9
1.584	890
1.584	884.8
1.583	879.2
1.582	874.1
1.581	868.9
1.58	864.1
1.579	858.9
1.578	854.3
1.577	849.9
1.576	846.2
1.575	841.8
1.574	838
1.573	834.2
1.572	830.8
1.571	827.5
1.57	824.2
1.569	820.7
1.568	817.5
1.567	814.3
1.566	811.8
1.565	809.2
1.564	806.7
1.563	804.4
1.562	801.8
1.561	799.4
1.56	797.3
1.559	795.1
1.558	792.7
1.557	790.5
1.556	788.9
1.555	787.5
1.554	785.5
1.553	783.9
1.552	782.3
1.551	781
1.55	779.7
1.549	777.8
1.548	776.3
1.547	775.1
1.546	773.5
1.545	772.7
1.544	771.5
1.543	770.7
1.542	769.5
1.541	768.7
1.54	767.8
1.539	767
1.538	765.7
1.537	765.1
1.536	764.5
1.535	764.1
1.534	763.4
1.533	762.3
1.532	761.4
1.531	761.1
1.53	760.7
1.529	759.4
1.528	758.3
1.527	757.7
1.526	757.5
1.525	756.9
1.524	756.5
1.523	756.2
1.522	755.8
1.521	755.5
1.52	755.1
1.519	754.7
1.518	754.8
1.517	754
1.516	754
1.515	753.6
1.514	753.3
1.513	753
1.512	752.8
1.511	752.4
1.51	752.4
1.509	751.8
1.508	751.8
1.507	751.6
1.506	751.5
1.505	751.1
1.504	750.6
1.503	750.5
1.502	750.1
1.501	750.1
1.5	749.8
1.499	749.4
1.498	748.9
1.497	748.9
1.496	748
1.495	748.1
1.494	747.2
1.493	747.2
1.492	746.7
1.491	746.4
1.49	745.8
1.489	745
1.488	744.2
1.487	744.2
1.486	743.9
1.485	743.7
1.484	743.3
1.483	743.2
1.482	742.5
1.481	742.7
1.48	741.7
1.479	742.1
1.478	741.7
1.477	741.3
1.476	741.3
1.475	740.7
1.474	740.4
1.473	740.1
1.472	739.8
1.471	739.7
1.47	739
1.469	738.5
1.468	738.1
1.467	737.6
1.467	737.5
1.466	737.5
1.464	736.9
1.463	735.6
1.463	735
1.462	734.9
1.461	734.5
1.46	734.1
1.459	733.2
1.458	733.1
1.457	733
1.456	732.4
1.455	732
1.454	731.9
1.453	732
1.452	732.3
1.451	731.7
1.45	731.3
1.449	730.7
1.448	730.5
1.447	729.3
1.446	728.9
1.445	728.2
1.444	727.9
1.443	727.5
1.442	727.4
1.441	727
1.44	726.7
1.439	725.9
1.438	725
1.437	724.6
1.436	723.7
1.435	723.4
1.434	723
1.433	722.3
1.432	721.5
1.431	720.9
1.43	720.4
1.429	719.7
1.428	719.3
1.427	718.4
1.426	718
1.425	717.6
1.424	717.6
1.423	717.3
1.422	716.6
1.421	716.1
1.42	715.7
1.419	715.3
1.418	714.7
1.417	714.3
1.416	713.9
1.415	713.6
1.414	713.1
1.413	712.7
1.412	711.9
1.411	711.7
1.41	711.1
1.409	710.9
1.408	710.8
1.407	710.4
1.406	710
1.405	709.9
1.404	709.6
1.403	709.8
1.402	709.1
1.401	708.7
1.4	708.5
1.399	707.9
1.398	707.7
1.397	707.1
1.396	706.9
1.395	707.4
1.394	706.5
1.393	706
1.392	705
1.391	704.6
1.39	704.4
1.389	703.8
1.388	704.2
1.387	703.6
1.386	703.6
1.385	703
1.384	702.6
1.383	702.4
1.382	702.5
1.381	701.7
1.38	701.4
1.379	701.2
1.378	701.1
1.377	700.7
1.376	700.8
1.375	700.1
1.374	700.2
1.373	699.6
1.372	699.6
1.371	699.2
1.37	698.9
1.369	698.3
1.368	698.2
1.367	698
1.366	698.2
1.365	698.1
1.364	697.8
1.363	697.1
1.362	696.6
1.361	696.7
1.36	696
1.359	695.1
1.358	695
1.357	694.6
1.356	694.8
1.355	694.3
1.354	693.3
1.353	692.9
1.352	692.7
1.351	692.8
1.35	692.7
1.349	692.6
1.348	692.1
1.347	692.1
1.346	692.2
1.346	692.3
1.344	692.4
1.343	692.3
1.343	692.4
1.342	692.3
1.341	691.2
1.34	691.2
1.339	691
1.338	690.9
1.337	690.8
1.336	690.7
1.335	690.9
1.334	690.2
1.333	690.6
1.332	690.3
1.331	690.1
1.33	689.2
1.329	688.3
1.328	688.2
1.327	687.5
1.326	686.8
1.325	687.1
1.324	686.6
1.323	686.7
1.322	686.6
1.321	686.9
1.32	686.8
1.319	686.4
1.318	685.7
1.317	685.3
1.316	684.4
1.315	684.7
1.314	684.9
1.313	685.3
1.312	685.3
1.311	684.8
1.31	685.4
1.309	684.2
1.308	683.8
1.307	682.8
1.306	682
1.305	681.7
1.304	681.2
1.303	681
1.302	681
1.301	680.9
1.3	680.9
1.299	681
1.298	680.9
1.297	680.8
1.296	680.5
1.295	679.9
1.294	680.1
1.293	680.6
1.292	679.8
1.291	678.2
1.29	677.5
1.289	675.9
1.288	676.1
1.287	675.7
1.286	675.8
1.285	674.5
1.284	672.1
1.283	670.9
1.282	668.9
1.281	667.1
1.28	664.3
1.279	663.2
1.278	661.8
1.277	661.4
1.276	661.5
1.275	661.4
1.274	660.9
1.273	660.8
1.272	660.4
1.271	659.6
1.27	659.3
1.269	658.9
1.268	658.6
1.267	657.9
1.266	656.2
1.265	655.6
1.264	654.6
1.263	653.5
1.262	652.7
1.261	652.4
1.26	652.1
1.259	652.2
1.258	652.2
1.257	652.5
1.256	652.8
1.255	652.7
1.254	652.2
1.253	651.7
1.252	651.5
1.251	651.5
1.25	651
1.249	650.6
1.248	650.2
1.247	648
1.246	648.4
1.245	647.4
1.244	645.9
1.243	646
1.242	646.4
1.241	644.5
1.24	643.5
1.239	643.5
1.238	644.2
1.237	643.7
1.236	641.7
1.235	638.5
1.234	636.9
1.233	635.3
1.232	635
1.231	634.4
1.23	634
1.229	633.8
1.228	633.4
1.227	632.3
1.226	631.2
1.226	630.3
1.224	629
1.223	626.8
1.222	626.4
1.222	625.8
1.221	624.9
1.219	624.3
1.219	622.9
1.218	622.2
1.217	621.9
1.216	620.1
1.215	618.2
1.214	617.3
1.213	615.5
1.212	613
1.211	610.5
1.21	609.2
1.209	608.1
1.208	606.3
1.207	604.8
1.206	604
1.205	602.5
1.204	602.3
1.203	602.5
1.202	602.2
1.201	600.8
1.2	600.9
1.199	600.4
1.198	599.3
1.197	598.3
1.196	596.6
1.195	596.9
1.194	596.3
1.193	595.1
1.192	592.4
1.191	591.6
1.19	591.3
1.189	591.3
1.188	590.8
1.187	589.6
1.186	588.3
1.185	588.7
1.184	588.6
1.183	588.5
1.182	586.5
1.181	585.3
1.18	584.1
1.179	582.7
1.178	581
1.177	578.1
1.176	574.6
1.175	573.3
1.174	572.7
1.173	571.2
1.172	569.5
1.171	569.2
1.17	568
1.169	565.7
1.168	563.6
1.167	562.6
1.166	561.8
1.165	560
1.164	559
1.163	557
1.162	554.9
1.161	551.7
1.16	550.6
1.159	548.1
1.158	546.1
1.157	545.4
1.156	546.1
1.155	544.5
1.154	542.1
1.153	539.9
1.152	538.3
1.151	536.1
1.15	534.2
1.149	531.7
1.148	531.3
1.147	531.2
1.146	530.2
1.145	529.3
1.144	526.4
1.143	523.9
1.142	523.2
1.141	523.9
1.14	524.2
1.139	525.1
1.138	523.9
1.137	521.3
1.136	520.2
1.135	520.4
1.134	519
1.133	517.1
1.132	516.7
1.131	516.8
1.13	516.2
1.129	514.9
1.128	513.2
1.127	511.7
1.126	512.3
1.125	515.8
1.124	516
1.123	514.5
1.122	512.8
1.121	511.5
1.12	511.5
1.119	509.6
1.118	507.4
1.117	506.5
1.116	507.9
1.115	512.1
1.114	512.9
1.113	512.2
1.112	507.8
1.111	506.5
1.11	506.1
1.109	505.7
1.108	506.9
1.107	509
1.106	511.5
1.105	513.1
1.104	512.5
1.103	513.5
1.102	515.2
1.102	516.6
1.101	516.4
1.099	518.6
1.099	522.8
1.098	523.1
1.097	522.5
1.096	521.5
1.095	520.5
1.094	522.3
1.093	528.8
1.092	531.4
1.091	527.5
1.09	523.6
1.089	522.3
1.088	523.5
1.087	524.6
1.086	525.9
1.085	531.7
1.084	534.1
1.083	534.9
1.082	534.3
1.081	532.1
1.08	531.4
1.079	536.5
1.078	539.4
1.077	540.9
1.076	536.5
1.075	527.2
1.074	526.1
1.073	528.8
1.072	532.3
1.071	534.4
1.07	535.6
1.069	538.3
1.068	539.1
1.067	543.4
1.066	549.9
1.065	552.5
1.064	554.3
1.063	556.8
1.062	559.9
1.061	566.8
1.06	573.3
1.059	579
1.058	579.9
1.057	580.4
1.056	582.9
1.055	588.6
1.054	597.8
1.053	610.3
1.052	612.3
1.051	616.4
1.05	617.5
1.049	618.7
1.048	623
1.047	633.3
1.046	644.7
1.045	648.8
1.044	653.6
1.043	657.6
1.042	663.8
1.041	672.6
1.04	679.6
1.039	687
1.038	691.2
1.037	699.7
1.036	711.7
1.035	719.5
1.034	728.3
1.033	732.2
1.032	736.2
1.031	744.8
1.03	758
1.029	763.3
1.028	769.3
1.027	780.1
1.026	788.8
1.025	799.2
1.024	814.6
1.023	826
1.022	837.6
1.021	847.6
1.02	856.7
1.019	867.3
1.018	880.4
1.017	889.8
1.016	899.5
1.015	912.1
1.014	924.3
1.013	936.3
1.012	948.9
1.011	962
1.01	978.4
1.009	991.5
1.008	995.2
1.007	1010
1.006	1025
1.005	1038
1.004	1052
1.003	1066
1.002	1084
1.001	1102
1	1110
0.999	1123
0.998	1139
0.997	1161
0.996	1171
0.995	1184
0.994	1201
0.993	1215
0.992	1234
0.991	1248
0.99	1271
0.989	1281
0.988	1297
0.987	1310
0.986	1327
0.985	1343
0.984	1361
0.983	1380
0.982	1397
0.982	1414
0.981	1435
0.979	1461
0.978	1480
0.978	1498
0.977	1514
0.976	1534
0.975	1554
0.974	1577
0.973	1587
0.972	1604
0.971	1625
0.97	1654
0.969	1682
0.968	1702
0.967	1716
0.966	1734
0.965	1750
0.964	1770
0.963	1797
0.962	1827
0.961	1855
0.96	1874
0.959	1886
0.958	1902
0.957	1919
0.956	1944
0.955	1980
0.954	2008
0.953	2036
0.952	2056
0.951	2077
0.95	2099
0.949	2118
0.948	2146
0.947	2178
0.946	2205
0.945	2229
0.944	2247
0.943	2268
0.942	2302
0.941	2327
0.94	2355
0.939	2383
0.938	2406
0.937	2435
0.936	2463
0.935	2488
0.934	2506
0.933	2538
0.932	2573
0.931	2606
0.93	2627
0.929	2640
0.928	2656
0.927	2684
0.926	2721
0.925	2769
0.924	2801
0.923	2815
0.922	2840
0.921	2874
0.92	2898
0.919	2933
0.918	2973
0.917	3004
0.916	3025
0.915	3050
0.914	3089
0.913	3135
0.912	3166
0.911	3197
0.91	3215
0.909	3239
0.908	3280
0.907	3331
0.906	3364
0.905	3390
0.904	3409
0.903	3441
0.902	3475
0.901	3515
0.9	3563
0.899	3590
0.898	3609
0.897	3635
0.896	3664
0.895	3703
0.894	3740
0.893	3786
0.892	3817
0.891	3849
0.89	3882
0.889	3909
0.888	3941
0.887	3992
0.886	4020
0.885	4048
0.884	4078
0.883	4133
0.882	4181
0.881	4206
0.88	4225
0.879	4265
0.878	4302
0.877	4357
0.876	4374
0.875	4384
0.874	4412
0.873	4463
0.872	4507
0.871	4539
0.87	4562
0.869	4587
0.868	4628
0.867	4663
0.866	4702
0.865	4747
0.864	4767
0.863	4799
0.862	4852
0.861	4907
0.861	4951
0.859	4978
0.858	4997
0.858	5030
0.857	5074
0.856	5106
0.855	5136
0.854	5186
0.853	5223
0.852	5255
0.851	5297
0.85	5332
0.849	5381
0.848	5399
0.847	5431
0.846	5480
0.845	5529
0.844	5549
0.843	5584
0.842	5617
0.841	5657
0.84	5691
0.839	5719
0.838	5767
0.837	5791
0.836	5834
0.835	5880
0.834	5917
0.833	5948
0.832	5997
0.831	6037
0.83	6083
0.829	6123
0.828	6148
0.827	6180
0.826	6210
0.825	6279
0.824	6320
0.823	6349
0.822	6392
0.821	6421
0.82	6483
0.819	6532
0.818	6562
0.817	6606
0.816	6649
0.815	6708
0.814	6744
0.813	6793
0.812	6821
0.811	6865
0.81	6898
0.809	6939
0.808	6995
0.807	7028
0.806	7066
0.805	7124
0.804	7165
0.803	7187
0.802	7232
0.801	7293
0.8	7369
0.799	7404
0.798	7431
0.797	7463
0.796	7520
0.795	7573
0.794	7637
0.793	7669
0.792	7723
0.791	7767
0.79	7798
0.789	7839
0.788	7894
0.787	7954
0.786	7990
0.785	8040
0.784	8080
0.783	8121
0.782	8169
0.781	8215
0.78	8241
0.779	8253
0.778	8294
0.777	8361
0.776	8407
0.775	8430
0.774	8451
0.773	8508
0.772	8579
0.771	8597
0.77	8631
0.769	8683
0.768	8715
0.767	8746
0.766	8806
0.765	8854
0.764	8890
0.763	8941
0.762	8988
0.761	9011
0.76	9047
0.759	9086
0.758	9136
0.757	9167
0.756	9194
0.755	9262
0.754	9305
0.753	9335
0.752	9366
0.751	9404
0.75	9420
0.749	9458
0.748	9500
0.747	9532
0.746	9577
0.745	9577
0.744	9580
0.743	9604
0.742	9640
0.741	9662
0.741	9661
0.739	9692
0.738	9709
0.737	9732
0.737	9736
0.736	9766
0.734	9779
0.734	9771
0.733	9795
0.732	9838
0.731	9835
0.73	9868
0.729	9869
0.728	9875
0.727	9867
0.726	9877
0.725	9886
0.724	9873
0.723	9877
0.722	9879
0.721	9901
0.72	9906
0.719	9890
0.718	9880
0.717	9878
0.716	9913
0.715	9920
0.714	9891
0.713	9904
0.712	9926
0.711	9931
0.71	9929
0.709	9934
0.708	9938
0.707	9940
0.706	9941
0.705	9941
0.704	9946
0.703	9936
0.702	9929
0.701	9938
0.7	9937
0.699	9935
0.698	9934
0.697	9932
0.696	9925
0.695	9923
0.694	9918
0.693	9918
0.692	9914
0.691	9906
0.69	9897
0.689	9898
0.688	9884
0.687	9869
0.686	9871
0.685	9869
0.684	9856
0.683	9846
0.682	9830
0.681	9826
0.68	9816
0.679	9797
0.678	9784
0.677	9777
0.676	9781
0.675	9775
0.674	9761
0.673	9738
0.672	9715
0.671	9723
0.67	9706
0.669	9714
0.668	9693
0.667	9667
0.666	9670
0.665	9654
0.664	9648
0.663	9639
0.662	9609
0.661	9585
0.66	9589
0.659	9592
0.658	9580
0.657	9544
0.656	9520
0.655	9524
0.654	9515
0.653	9517
0.652	9505
0.651	9480
0.65	9463
0.649	9454
0.648	9458
0.647	9445
0.646	9423
0.645	9391
0.644	9368
0.643	9361
0.642	9351
0.641	9350
0.64	9327
0.639	9292
0.638	9276
0.637	9263
0.636	9258
0.635	9255
0.634	9243
0.633	9204
0.632	9186
0.631	9192
0.63	9210
0.629	9181
0.628	9137
0.627	9119
0.626	9125
0.625	9137
0.624	9133
0.623	9094
0.622	9060
0.621	9054
0.62	9070
0.619	9045
0.618	9025
0.617	9005
0.617	8990
0.616	8967
0.614	8968
0.614	8977
0.613	8944
0.612	8919
0.611	8898
0.61	8889
0.609	8884
0.608	8879
0.607	8852
0.606	8846
0.605	8830
0.604	8805
0.603	8802
0.602	8813
0.601	8791
0.6	8753
0.599	8743
0.598	8752
0.597	8712
0.596	8677
0.595	8693
0.594	8690
0.593	8670
0.592	8637
0.591	8605
0.59	8585
0.589	8603
0.588	8592
0.587	8574
0.586	8520
0.585	8491
0.584	8506
0.583	8510
0.582	8479
0.581	8440
0.58	8448
0.579	8433
0.578	8410
0.577	8383
0.576	8380
0.575	8370
0.574	8361
0.573	8344
0.572	8283
0.571	8247
0.57	8239
0.569	8241
0.568	8227
0.567	8195
0.566	8167
0.565	8152
0.564	8127
0.563	8099
0.562	8064
0.561	8049
0.56	8027
0.559	8035
0.558	8016
0.557	7966
0.556	7928
0.555	7931
0.554	7918
0.553	7885
0.552	7860
0.551	7842
0.55	7818
0.549	7814
0.548	7799
0.547	7763
0.546	7716
0.545	7692
0.544	7678
0.543	7681
0.542	7639
0.541	7604
0.54	7582
0.539	7559
0.538	7544
0.537	7511
0.536	7478
0.535	7440
0.534	7417
0.533	7387
0.532	7364
0.531	7368
0.53	7332
0.529	7293
0.528	7261
0.527	7225
0.526	7221
0.525	7203
0.524	7161
0.523	7113
0.522	7085
0.521	7054
0.52	7030
0.519	6992
0.518	6936
0.517	6890
0.516	6863
0.515	6819
0.514	6774
0.513	6725
0.512	6691
0.511	6639
0.51	6583
0.509	6542
0.508	6493
0.507	6432
0.506	6385
0.505	6343
0.504	6285
0.503	6221
0.502	6159
0.501	6104
0.5	6039
0.499	5957
0.498	5881
0.497	5805
0.496	5713
0.496	5642
0.494	5582
0.493	5506
0.493	5411
0.492	5328
0.491	5259
0.49	5173
0.489	5086
0.488	5003
0.487	4928
0.486	4853
0.485	4767
0.484	4677
0.483	4607
0.482	4538
0.481	4455
0.48	4352
0.479	4270
0.478	4191
0.477	4111
0.476	4021
0.475	3944
0.474	3874
0.473	3788
0.472	3710
0.471	3654
0.47	3583
0.469	3497
0.468	3428
0.467	3363
0.466	3290
0.465	3232
0.464	3159
0.463	3083
0.462	3012
0.461	2949
0.46	2883
0.459	2829
0.458	2760
0.457	2697
0.456	2615
0.455	2545
0.454	2469
0.453	2385
0.452	2300
0.451	2229
0.45	2159
0.449	2092
0.448	2018
0.447	1947
0.446	1872
0.445	1805
0.444	1739
0.443	1676
0.442	1627
0.441	1575
0.44	1529
0.439	1473
0.438	1413
0.437	1364
0.436	1311
0.435	1267
0.434	1213
0.433	1151
0.432	1110
0.431	1076
0.43	1046
0.429	1012
0.428	972.7
0.427	936.2
0.426	894.2
0.425	843.2
0.424	804.5
0.423	750.8
0.422	702
0.421	669.5
0.42	626.5
0.419	590.2
0.418	554.6
0.417	519.3
0.416	485.1
0.415	461.8
0.414	436
0.413	406.1
0.412	381.7
0.411	350.7
0.41	318.7
0.409	291.1
0.408	267
0.407	248.6
0.406	232.6
0.405	219.7
0.404	200.9
0.403	190.7
0.402	180.8
0.401	174
0.4	170.8
0.399	169.9
0.398	169.3
0.397	168.7
0.396	168
0.395	167.3
0.394	166.7
0.393	166.1
0.392	164.9
0.391	164
0.39	162.4
0.389	161.5
0.388	160
0.387	159.3
0.386	157.5
0.385	156.3
0.384	155.7
0.383	155.2
0.382	154.4
0.381	152.4
0.38	150.7
0.379	149.4
0.378	147.2
0.377	142.7
0.376	139.2
0.376	135.1
0.374	132.9
0.373	131.8
0.373	130.4
0.372	127.9
0.371	123.8
0.369	122.2
0.369	119.5
0.368	117.7
0.367	117.5
0.366	116.9
0.365	116.3
0.364	116.2
0.363	115.7
0.362	115.4
0.361	114.1
0.36	113.6
0.359	112.1
0.358	110.7
0.357	110.5
0.356	110.4
0.355	110.3
0.354	110.1
0.353	109.8
0.352	109.5
0.351	109.2
0.35	109.2
0.349	108.9
0.348	107.2
0.347	106.1
0.346	104.3
0.345	103.6
0.344	103.5
0.343	103.2
0.342	103.1
0.341	102.7
0.34	101.6
0.339	100.6
0.338	100.6
0.337	100.5
0.336	100.4
0.335	100.3
0.334	100.3
0.333	100.3
0.332	100.2
0.331	100.1
0.33	100
0.329	99.88
0.328	99.74
0.327	99.8
0.326	99.8
0.325	99.7
0.324	99.49
0.323	99.05
0.322	98.16
0.321	97.68
0.32	97.72
0.319	97.86
0.318	97.84
0.317	97
0.316	95.7
0.315	94.19
0.314	93.63
0.313	93.17
0.312	92.61
0.311	91.6
0.31	89.93
0.309	88.83
0.308	88.58
0.307	88.02
0.306	87.15
0.305	86.39
0.304	85.31
0.303	83.9
0.302	82.8
0.301	81.82
0.3	81.06
0.299	79.89
0.298	76.46
0.297	75.65
0.296	74.8
0.295	74.2
0.294	73.62
0.293	72.52
0.292	70.54
0.291	65.31
0.29	64.75
0.289	64.46
0.288	63.85
0.287	61.33
0.286	61.13
0.285	60.53
0.284	59.6
0.283	57.8
0.282	57.44
0.281	56.22
0.28	56.14
0.279	56.06
0.278	55.8
0.277	55.62
0.276	55.49
0.275	55.22
0.274	54.55
0.273	54.61
0.272	54.66
0.271	54.51
0.27	54.21
0.269	54.25
0.268	54.13
0.267	53.85
0.266	53.34
0.265	51.17
0.264	50.34
0.263	50.28
0.262	50.18
0.261	50.07
0.26	49.98
0.259	49.89
0.258	49.82
0.257	49.79
0.256	49.7
0.256	49.56
0.254	49.35
0.253	49.25
0.252	49.16
0.252	48.99
0.251	48.72
0.249	47.79
0.249	47.18
0.248	45.91
0.247	45.49
0.246	45.09
0.245	44.08
0.244	43.75
0.243	42.81
0.242	40.97
0.241	40.8
0.24	40.69
0.239	40.57
0.238	40.51
0.237	40.46
0.236	40.4
0.235	40.45
0.234	40.26
0.233	39.93
0.232	39.82
0.231	39.75
0.23	39.68
0.229	39.63
0.228	38.84
0.227	38.22
0.226	37.8
0.225	37.42
0.224	36.36
0.223	35.87
0.222	35.84
0.221	35.82
0.22	35.77
0.219	35.67
0.218	35.36
0.217	35.08
0.216	34.86
0.215	34.55
0.214	34.22
0.213	33.81
0.212	32.71
0.211	32.16
0.21	31.67
0.209	30.95
0.208	29.91
0.207	28.72
0.206	28.73
0.205	28.77
0.204	28.71
0.203	28.29
0.202	27.25
0.201	26.01
0.2	25.54
0.199	25.24
0.198	24.99
0.197	24.51
0.196	23.43
0.195	21.89
0.194	20.75
0.193	20.19
0.192	19.51
0.191	17.32
0.19	16.67
0.189	16.3
0.188	15.77
0.187	14.43
0.186	13.2
0.185	12.97
0.184	12.8
0.183	12.73
0.182	12.67
0.181	12.55
0.18	12.32
0.181	12.68
0.182	13
0.183	13.13
0.184	12.99
0.185	12.65
0.186	12.2
0.187	12.3
0.188	12.29
0.189	12.56
