Potential(V)	Current(uA)
0.611	0.897
0.612	0.8936
0.613	0.9034
0.614	0.9091
0.614	0.9101
0.616	0.9239
0.617	0.9225
0.617	0.9271
0.618	0.9344
0.619	0.9408
0.62	0.9431
0.621	0.9486
0.622	0.9424
0.623	0.9541
0.624	0.9586
0.625	0.9564
0.626	0.9663
0.627	0.9651
0.628	0.9802
0.629	0.9889
0.63	0.9781
0.631	0.9834
0.632	0.9875
0.633	1.001
0.634	0.9974
0.635	1.005
0.636	1.015
0.637	1.015
0.638	1.02
0.639	1.025
0.64	1.028
0.641	1.033
0.642	1.041
0.643	1.042
0.644	1.049
0.645	1.063
0.646	1.073
0.647	1.075
0.648	1.071
0.649	1.077
0.65	1.091
0.651	1.089
0.652	1.101
0.653	1.104
0.654	1.11
0.655	1.112
0.656	1.119
0.657	1.132
0.658	1.129
0.659	1.144
0.66	1.137
0.661	1.148
0.662	1.159
0.663	1.167
0.664	1.171
0.665	1.177
0.666	1.178
0.667	1.19
0.668	1.194
0.669	1.202
0.67	1.205
0.671	1.212
0.672	1.216
0.673	1.223
0.674	1.231
0.675	1.239
0.676	1.248
0.677	1.26
0.678	1.263
0.679	1.259
0.68	1.27
0.681	1.272
0.682	1.274
0.683	1.285
0.684	1.294
0.685	1.301
0.686	1.301
0.687	1.307
0.688	1.314
0.689	1.314
0.69	1.326
0.691	1.335
0.692	1.337
0.693	1.349
0.694	1.365
0.695	1.376
0.696	1.391
0.697	1.399
0.698	1.415
0.699	1.433
0.7	1.479
0.701	1.49
0.702	1.499
0.703	1.495
0.704	1.511
0.705	1.52
0.706	1.534
0.707	1.54
0.708	1.546
0.709	1.547
0.71	1.56
0.711	1.582
0.712	1.599
0.713	1.671
0.714	1.709
0.715	1.712
0.716	1.736
0.717	1.767
0.718	1.896
0.719	1.968
0.72	2.017
0.721	2.065
0.722	2.132
0.723	2.193
0.724	2.204
0.725	2.173
0.726	2.174
0.727	2.356
0.728	2.444
0.729	2.499
0.73	2.532
0.731	2.557
0.732	2.571
0.733	2.563
0.734	2.594
0.734	2.682
0.736	2.822
0.737	2.974
0.737	3.117
0.738	3.314
0.739	3.401
0.741	3.698
0.741	3.834
0.742	3.891
0.743	3.926
0.744	4.26
0.745	4.535
0.746	4.63
0.747	4.853
0.748	4.926
0.749	4.988
0.75	5.174
0.751	5.264
0.752	5.304
0.753	5.56
0.754	5.638
0.755	5.801
0.756	6.064
0.757	6.291
0.758	6.737
0.759	7.063
0.76	7.26
0.761	7.14
0.762	7.144
0.763	7.381
0.764	7.481
0.765	7.55
0.766	7.802
0.767	8.047
0.768	8.02
0.769	8.004
0.77	8.127
0.771	8.857
0.772	8.778
0.773	8.432
0.774	8.751
0.775	8.955
0.776	9.193
0.777	9.367
0.778	9.65
0.779	10.03
0.78	10.15
0.781	10.26
0.782	10.41
0.783	10.44
0.784	10.44
0.785	10.61
0.786	10.8
0.787	10.94
0.788	10.86
0.789	11.29
0.79	11.8
0.791	11.91
0.792	11.9
0.793	11.99
0.794	11.92
0.795	12.67
0.796	12.9
0.797	12.87
0.798	13.84
0.799	14.39
0.8	14.13
0.801	14.39
0.802	14.56
0.803	14.56
0.804	14.35
0.805	14.42
0.806	15
0.807	15.64
0.808	15.52
0.809	15.25
0.81	15.69
0.811	16.42
0.812	16.92
0.813	17
0.814	17.14
0.815	17.81
0.816	18.36
0.817	18.58
0.818	18.59
0.819	18.75
0.82	18.83
0.821	19.3
0.822	19.2
0.823	19.78
0.824	20.23
0.825	21.06
0.826	20.74
0.827	21.33
0.828	21.87
0.829	22.47
0.83	21.99
0.831	21.61
0.832	21.71
0.833	22.27
0.834	22.65
0.835	22.1
0.836	22.21
0.837	23.21
0.838	24.07
0.839	24.44
0.84	24.63
0.841	25.14
0.842	24.87
0.843	24.33
0.844	25.11
0.845	25.55
0.846	26.35
0.847	26.42
0.848	26.77
0.849	27.36
0.85	28.2
0.851	29
0.852	28.72
0.853	28.08
0.854	28.59
0.855	28.83
0.856	29.49
0.857	29.5
0.858	29.67
0.858	30.55
0.859	30.96
0.861	31.44
0.861	31.16
0.862	31.7
0.863	32.62
0.864	32.76
0.865	32.41
0.866	32.31
0.867	32.91
0.868	33.87
0.869	35.23
0.87	36.88
0.871	36.64
0.872	36.32
0.873	35.37
0.874	34.51
0.875	36.04
0.876	38
0.877	39.29
0.878	39.45
0.879	39.3
0.88	37.18
0.881	38.85
0.882	40.9
0.883	40.52
0.884	41.02
0.885	40.61
0.886	40.67
0.887	40.77
0.888	42.48
0.889	42.18
0.89	42.69
0.891	43.3
0.892	43.17
0.893	44
0.894	44.63
0.895	44.59
0.896	44.38
0.897	46.55
0.898	48
0.899	48.9
0.9	48.32
0.901	48.06
0.902	46.72
0.903	45.18
0.904	47.56
0.905	50.16
0.906	51.95
0.907	52.19
0.908	52.91
0.909	51.89
0.91	50.89
0.911	51.04
0.912	52.66
0.913	54.35
0.914	55.59
0.915	56.05
0.916	55.7
0.917	53.7
0.918	52.77
0.919	53.76
0.92	56.66
0.921	58.57
0.922	60.02
0.923	59.26
0.924	58.04
0.925	57.91
0.926	59.14
0.927	59.76
0.928	60.43
0.929	62.42
0.93	62.75
0.931	62.56
0.932	62.74
0.933	64.09
0.934	65.61
0.935	66.34
0.936	67.24
0.937	67.04
0.938	67.35
0.939	68.5
0.94	68.57
0.941	68.24
0.942	68.04
0.943	68.91
0.944	69.55
0.945	70.8
0.946	73.16
0.947	73.07
0.948	72.68
0.949	73.43
0.95	75.18
0.951	76.34
0.952	77
0.953	76.84
0.954	75.94
0.955	77.48
0.956	79.7
0.957	81.29
0.958	82.21
0.959	82.51
0.96	80.66
0.961	80.63
0.962	82.04
0.963	84.32
0.964	86.19
0.965	86.59
0.966	87.87
0.967	89.08
0.968	89.31
0.969	88.84
0.97	89.18
0.971	91.04
0.972	91.9
0.973	92.77
0.974	94.51
0.975	93.28
0.976	91.92
0.977	92.78
0.978	95.25
0.978	97.78
0.979	98.06
0.981	98.52
0.982	99.33
0.982	99.49
0.983	99.39
0.984	100
0.985	102
0.986	103.8
0.987	105.5
0.988	105.9
0.989	105.6
0.99	106.4
0.991	106.8
0.992	107.2
0.993	108.9
0.994	111.7
0.995	112.3
0.996	112.1
0.997	113.1
0.998	113.5
0.999	113.2
1	115.1
1.001	117.4
1.002	120.1
1.003	123.6
1.004	122.8
1.005	120
1.006	119
1.007	123.3
1.008	127.5
1.009	127.3
1.01	129.1
1.011	129.6
1.012	131
1.013	130.5
1.014	128.6
1.015	130.5
1.016	134.2
1.017	138
1.018	140.3
1.019	140.7
1.02	139.4
1.021	135
1.022	135
1.023	142.3
1.024	147.3
1.025	148.3
1.026	149.4
1.027	149.8
1.028	148.9
1.029	149.2
1.03	151.4
1.031	154.2
1.032	157.2
1.033	161.8
1.034	163.2
1.035	162.6
1.036	162.2
1.037	164.9
1.038	170.2
1.039	175.5
1.04	178.1
1.041	179.4
1.042	178.4
1.043	179.1
1.044	184
1.045	186.9
1.046	188.5
1.047	192.2
1.048	194.9
1.049	196.3
1.05	197.3
1.051	200.3
1.052	206.2
1.053	211.6
1.054	213.6
1.055	216.4
1.056	219
1.057	221.2
1.058	224.2
1.059	229.8
1.06	235.9
1.061	239.1
1.062	242.1
1.063	246.6
1.064	251.3
1.065	255.2
1.066	259.5
1.067	268.6
1.068	276.1
1.069	280.6
1.07	283.5
1.071	288.6
1.072	294.4
1.073	301.6
1.074	310.8
1.075	319
1.076	323.6
1.077	329.1
1.078	336.2
1.079	344.4
1.08	353.2
1.081	361.4
1.082	369.8
1.083	376.8
1.084	384.2
1.085	393.3
1.086	401.8
1.087	413.7
1.088	421.5
1.089	431.3
1.09	441.1
1.091	450.4
1.092	456.5
1.093	464.9
1.094	478.1
1.095	491.6
1.096	501.6
1.097	511.4
1.098	518.2
1.099	526.6
1.099	538.1
1.101	548.3
1.102	560.4
1.102	571.2
1.103	581.7
1.104	594.4
1.105	604.2
1.106	609.6
1.107	618.3
1.108	630.2
1.109	643
1.11	656.3
1.111	669.3
1.112	678
1.113	682.4
1.114	685.3
1.115	692.6
1.116	703.2
1.117	717.1
1.118	729.9
1.119	741.7
1.12	748.5
1.121	754
1.122	757.4
1.123	765.1
1.124	774.2
1.125	785.7
1.126	797.7
1.127	810.2
1.128	818.5
1.129	821
1.13	820.1
1.131	826.7
1.132	838.1
1.133	853.2
1.134	867.9
1.135	876.5
1.136	877.7
1.137	876.9
1.138	882.9
1.139	892.9
1.14	901.5
1.141	912.8
1.142	920
1.143	925
1.144	929
1.145	934
1.146	941.4
1.147	951.8
1.148	961.6
1.149	967.2
1.15	970
1.151	972.6
1.152	978.3
1.153	986
1.154	997.1
1.155	1006
1.156	1008
1.157	1008
1.158	1010
1.159	1012
1.16	1023
1.161	1036
1.162	1045
1.163	1049
1.164	1047
1.165	1042
1.166	1040
1.167	1045
1.168	1058
1.169	1071
1.17	1078
1.171	1078
1.172	1075
1.173	1071
1.174	1069
1.175	1073
1.176	1084
1.177	1094
1.178	1100
1.179	1100
1.18	1097
1.181	1092
1.182	1089
1.183	1095
1.184	1102
1.185	1109
1.186	1112
1.187	1112
1.188	1109
1.189	1107
1.19	1108
1.191	1108
1.192	1112
1.193	1117
1.194	1118
1.195	1118
1.196	1118
1.197	1118
1.198	1118
1.199	1117
1.2	1115
1.201	1117
1.202	1118
1.203	1118
1.204	1121
1.205	1121
1.206	1119
1.207	1117
1.208	1118
1.209	1119
1.21	1121
1.211	1125
1.212	1126
1.213	1124
1.214	1121
1.215	1116
1.216	1116
1.217	1122
1.218	1126
1.219	1125
1.219	1126
1.221	1125
1.222	1123
1.222	1122
1.223	1122
1.224	1122
1.226	1124
1.226	1122
1.227	1120
1.228	1118
1.229	1120
1.23	1118
1.231	1121
1.232	1124
1.233	1123
1.234	1122
1.235	1123
1.236	1120
1.237	1117
1.238	1118
1.239	1120
1.24	1119
1.241	1120
1.242	1121
1.243	1117
1.244	1116
1.245	1115
1.246	1118
1.247	1119
1.248	1117
1.249	1117
1.25	1116
1.251	1118
1.252	1119
1.253	1118
1.254	1117
1.255	1111
1.256	1109
1.257	1113
1.258	1115
1.259	1114
1.26	1113
1.261	1109
1.262	1103
1.263	1105
1.264	1112
1.265	1117
1.266	1113
1.267	1107
1.268	1102
1.269	1097
1.27	1098
1.271	1102
1.272	1105
1.273	1105
1.274	1103
1.275	1098
1.276	1089
1.277	1083
1.278	1083
1.279	1088
1.28	1089
1.281	1084
1.282	1076
1.283	1069
1.284	1061
1.285	1059
1.286	1059
1.287	1054
1.288	1047
1.289	1037
1.29	1028
1.291	1022
1.292	1020
1.293	1019
1.294	1015
1.295	1011
1.296	1005
1.297	998.4
1.298	993.6
1.299	988.7
1.3	990.4
1.301	993.5
1.302	995.9
1.303	997.9
1.304	996.1
1.305	988.9
1.306	986.4
1.307	989.8
1.308	991.4
1.309	993.9
1.31	995.2
1.311	988.5
1.312	981.4
1.313	979
1.314	981
1.315	986.8
1.316	990.6
1.317	991.4
1.318	988.3
1.319	985.4
1.32	984.8
1.321	984.6
1.322	986.4
1.323	987.7
1.324	988.4
1.325	987.1
1.326	985.7
1.327	983.2
1.328	978.4
1.329	978.4
1.33	981.2
1.331	985.2
1.332	986.4
1.333	984.9
1.334	984.5
1.335	981.1
1.336	978.4
1.337	978.9
1.338	981.7
1.339	983.3
1.34	980.5
1.341	978.1
1.342	976.5
1.343	979.1
1.343	982.4
1.344	984
1.346	978.2
1.346	970.4
1.347	967
1.348	967.4
1.349	967.7
1.35	971.1
1.351	972.4
1.352	969.4
1.353	967.8
1.354	964
1.355	961.6
1.356	959
1.357	956.6
1.358	949.9
1.359	944.4
1.36	940.9
1.361	936.6
1.362	929
1.363	920.6
1.364	914.9
1.365	906
1.366	893.3
1.367	880.2
1.368	867.3
1.369	855.8
1.37	844.4
1.371	835.2
1.372	825.9
1.373	815.6
1.374	805.5
1.375	794.7
1.376	787.1
1.377	780.7
1.378	774.7
1.379	769.7
1.38	761.8
1.381	755.5
1.382	750.9
1.383	746.1
1.384	742.8
1.385	738.7
1.386	735.1
1.387	731.7
1.388	728
1.389	722.8
1.39	718.1
1.391	713.2
1.392	709.3
1.393	706.9
1.394	704.1
1.395	702
1.396	699.9
1.397	697.4
1.398	696.4
1.399	695.7
1.4	694.6
1.401	692.5
1.402	691.2
1.403	691
1.404	689.4
1.405	688.3
1.406	685.6
1.407	684.5
1.408	683
1.409	680.7
1.41	677.4
1.411	676.4
1.412	676.1
1.413	675.2
1.414	673.1
1.415	672.9
1.416	672.7
1.417	672.8
1.418	672.8
1.419	671.9
1.42	671.4
1.421	670.8
1.422	671.7
1.423	672.9
1.424	672.8
1.425	673.5
1.426	674.3
1.427	675.6
1.428	676.7
1.429	677.5
1.43	677.8
1.431	678.4
1.432	677.5
1.433	676.8
1.434	676.5
1.435	675.6
1.436	674.8
1.437	671.7
1.438	668.3
1.439	662.4
1.44	659.5
1.441	657.1
1.442	650.9
1.443	647.7
1.444	644.5
1.445	640.8
1.446	635.7
1.447	632.9
1.448	629.9
1.449	627.2
1.45	626.4
1.451	625
1.452	622
1.453	619.9
1.454	619.9
1.455	617.7
1.456	616.7
1.457	616.5
1.458	617
1.459	617.8
1.46	617.7
1.461	618.2
1.462	618.1
1.463	617.1
1.463	615.6
1.464	615.1
1.466	615.2
1.467	614.5
1.467	614
1.468	613.7
1.469	612.5
1.47	610.8
1.471	608.9
1.472	607.7
1.473	605.2
1.474	603.9
1.475	599.8
1.476	598.7
1.477	596.8
1.478	594.6
1.479	592.2
1.48	589.9
1.481	588.5
1.482	587.4
1.483	585.6
1.484	584.9
1.485	583.2
1.486	582.9
1.487	582.7
1.488	581.2
1.489	579.8
1.49	579.3
1.491	577.5
1.492	575.1
1.493	574.1
1.494	574.4
1.495	572.6
1.496	571.8
1.497	571.8
1.498	571
1.499	570.5
1.5	570.6
1.501	569.8
1.502	569.9
1.503	569.9
1.504	569.9
1.505	569.8
1.506	569
1.507	568.3
1.508	566.6
1.509	565.8
1.51	565.4
1.511	564
1.512	563.5
1.513	563.2
1.514	562.9
1.515	563.1
1.516	563.3
1.517	563.6
1.518	563.9
1.519	563.2
1.52	563.7
1.521	564
1.522	564.5
1.523	564.4
1.524	564.4
1.525	564.8
1.526	564.7
1.527	564.1
1.528	564.2
1.529	564.9
1.53	565.5
1.531	565.7
1.532	566.4
1.533	567.3
1.534	567.7
1.535	568.6
1.536	568.6
1.537	569.4
1.538	570.9
1.539	572.6
1.54	573.9
1.541	575
1.542	575.7
1.543	576.6
1.544	578.3
1.545	580.6
1.546	582.1
1.547	583.7
1.548	586
1.549	588.1
1.55	590.1
1.551	592.1
1.552	593.8
1.553	595.9
1.554	598
1.555	600.3
1.556	601.3
1.557	603.9
1.558	606
1.559	609.1
1.56	611.5
1.561	614.4
1.562	617.1
1.563	620.6
1.564	624.3
1.565	628
1.566	630.7
1.567	634.6
1.568	638.3
1.569	642
1.57	645.9
1.571	649.9
1.572	654.6
1.573	659.5
1.574	664
1.575	669.1
1.576	675.5
1.577	681.2
1.578	687.1
1.579	693.3
1.58	699.7
1.581	705.8
1.582	713
1.583	719.2
1.584	726.4
1.584	732.6
1.586	739.8
1.587	747.9
1.587	755.6
1.588	763.3
1.589	771.7
1.59	780
1.591	789.4
1.592	798.3
1.593	807.1
1.594	817
1.595	827.2
1.596	838.8
1.597	848.5
1.598	859.5
1.599	870.1
1.6	881.1
1.601	892.7
1.602	904.8
1.603	917.3
1.604	930.3
1.605	943.5
1.606	956.8
1.607	970.8
1.608	985.2
1.609	1000
1.61	1016
1.611	1031
1.612	1048
1.613	1065
1.614	1082
1.615	1100
1.616	1118
1.617	1137
1.618	1156
1.619	1175
1.62	1196
1.621	1214
1.622	1235
1.623	1257
1.624	1279
1.625	1302
1.626	1325
1.627	1350
1.628	1374
1.629	1400
1.63	1425
1.631	1450
1.632	1477
1.633	1507
1.634	1533
1.635	1563
1.636	1593
1.637	1624
1.638	1656
1.639	1688
1.64	1720
1.641	1755
1.642	1788
1.643	1825
1.644	1860
1.645	1897
1.646	1935
1.647	1974
1.648	2014
1.649	2051
1.65	2092
1.651	2133
1.652	2176
1.653	2219
1.654	2264
1.655	2309
1.656	2355
1.657	2403
1.658	2452
1.659	2499
1.66	2551
1.661	2601
1.662	2655
1.663	2707
1.664	2762
1.665	2817
1.666	2874
1.667	2931
1.668	2989
1.669	3047
1.67	3110
1.671	3168
1.672	3232
1.673	3294
1.674	3358
1.675	3424
1.676	3491
1.677	3558
1.678	3621
1.679	3690
1.68	3760
1.681	3830
1.682	3901
1.683	3976
1.684	4047
1.685	4124
1.686	4200
1.687	4279
1.688	4355
1.689	4432
1.69	4511
1.691	4593
1.692	4672
1.693	4752
1.694	4834
1.695	4919
1.696	5003
1.697	5090
1.698	5173
1.699	5261
1.7	5346
1.701	5435
1.702	5526
1.703	5614
1.704	5702
1.704	5795
1.706	5881
1.707	5975
1.707	6084
1.708	6175
1.709	6270
1.711	6364
1.711	6467
1.712	6556
1.713	6655
1.714	6752
1.715	6853
1.716	6954
1.717	7051
1.718	7150
1.719	7255
1.72	7353
1.721	7458
1.722	7559
1.723	7664
1.724	7767
1.725	7873
1.726	7980
1.727	8087
1.728	8188
1.729	8293
1.73	8401
1.731	8510
1.732	8616
1.733	8726
1.734	8825
1.735	8935
1.736	9047
1.737	9156
1.738	9267
1.739	9375
1.74	9492
1.741	9600
1.742	9712
1.743	9828
1.744	9941
1.745	10060
1.746	10170
1.747	10280
1.748	10400
1.749	10510
1.75	10630
1.751	10750
1.752	10860
1.753	10980
1.754	11100
1.755	11220
1.756	11340
1.757	11450
1.758	11580
1.759	11690
1.76	11820
1.761	11930
1.762	12040
1.763	12170
1.764	12290
1.765	12420
1.766	12530
1.767	12660
1.768	12780
1.769	12900
1.77	13020
1.771	13150
1.772	13270
1.773	13400
1.774	13520
1.775	13650
1.776	13770
1.777	13900
1.778	14020
1.779	14150
1.78	14280
1.781	14400
1.782	14530
1.783	14660
1.784	14780
1.785	14920
1.786	15040
1.787	15170
1.788	15290
1.789	15420
1.79	15550
1.791	15670
1.792	15800
1.793	15930
1.794	16060
1.795	16190
1.796	16320
1.797	16450
1.798	16590
1.799	16720
1.8	16850
1.799	16710
1.798	16580
1.797	16450
1.796	16310
1.795	16180
1.794	16050
1.793	15910
1.792	15780
1.791	15640
1.79	15520
1.789	15390
1.788	15250
1.787	15120
1.786	14980
1.785	14870
1.784	14720
1.783	14590
1.782	14460
1.781	14330
1.78	14210
1.779	14080
1.778	13950
1.777	13820
1.776	13690
1.775	13570
1.774	13430
1.773	13300
1.772	13180
1.771	13050
1.77	12930
1.769	12810
1.768	12680
1.767	12560
1.766	12430
1.765	12310
1.764	12180
1.763	12060
1.762	11940
1.761	11830
1.76	11720
1.759	11600
1.758	11480
1.757	11360
1.756	11240
1.755	11120
1.754	11000
1.753	10880
1.752	10760
1.751	10640
1.75	10530
1.749	10410
1.748	10300
1.747	10180
1.746	10070
1.745	9953
1.744	9838
1.743	9723
1.742	9609
1.741	9494
1.74	9386
1.739	9269
1.738	9163
1.737	9050
1.736	8942
1.735	8831
1.734	8723
1.733	8623
1.732	8517
1.731	8411
1.73	8302
1.729	8194
1.728	8090
1.727	7990
1.726	7884
1.725	7779
1.724	7673
1.723	7571
1.722	7468
1.721	7367
1.72	7264
1.719	7166
1.718	7062
1.717	6965
1.716	6869
1.715	6768
1.714	6670
1.713	6573
1.712	6476
1.711	6388
1.711	6287
1.709	6193
1.708	6100
1.707	6010
1.707	5920
1.706	5828
1.704	5742
1.704	5652
1.703	5564
1.702	5479
1.701	5389
1.7	5302
1.699	5219
1.698	5132
1.697	5051
1.696	4966
1.695	4883
1.694	4800
1.693	4720
1.692	4640
1.691	4564
1.69	4483
1.689	4407
1.688	4330
1.687	4257
1.686	4180
1.685	4106
1.684	4031
1.683	3962
1.682	3889
1.681	3820
1.68	3751
1.679	3683
1.678	3615
1.677	3553
1.676	3488
1.675	3425
1.674	3361
1.673	3297
1.672	3236
1.671	3175
1.67	3118
1.669	3057
1.668	3001
1.667	2943
1.666	2887
1.665	2833
1.664	2778
1.663	2726
1.662	2675
1.661	2622
1.66	2573
1.659	2524
1.658	2477
