Potential(V)	Current(uA)
0.295	-0.1378
0.296	-0.1332
0.297	-0.1204
0.298	-0.1192
0.299	-0.1137
0.3	-0.1116
0.301	-0.1085
0.302	-0.1037
0.303	-0.1017
0.304	-0.1005
0.305	-0.08729
0.306	-0.07846
0.307	-0.08714
0.308	-0.08152
0.309	-0.07765
0.31	-0.07985
0.311	-0.06874
0.312	-0.06206
0.313	-0.06225
0.314	-0.05515
0.315	-0.056
0.316	-0.05896
0.317	-0.05348
0.318	-0.051
0.319	-0.04795
0.32	-0.03908
0.321	-0.02253
0.322	-0.02477
0.323	-0.02067
0.324	-0.01547
0.325	-0.02334
0.326	-0.01318
0.327	-0.0119
0.328	-0.006557
0.329	0.002694
0.33	0.002074
0.331	-0.006843
0.332	-2.146E-4
0.333	0.006986
0.334	0.01061
0.335	0.0169
0.336	0.01934
0.337	0.017
0.338	0.01576
0.339	0.02906
0.34	0.02077
0.341	0.03312
0.342	0.02778
0.343	0.02792
0.344	0.04117
0.345	0.05033
0.346	0.0488
0.347	0.0479
0.348	0.05429
0.349	0.0633
0.35	0.07083
0.351	0.05343
0.352	0.06907
0.353	0.07207
0.354	0.06998
0.355	0.07203
0.356	0.07341
0.357	0.08237
0.358	0.07999
0.359	0.09029
0.36	0.08404
0.361	0.08867
0.362	0.09534
0.363	0.09539
0.364	0.09873
0.365	0.1008
0.366	0.09587
0.367	0.1055
0.368	0.1134
0.369	0.1085
0.369	0.1202
0.371	0.1127
0.372	0.1196
0.373	0.1143
0.373	0.1263
0.374	0.1257
0.376	0.1291
0.376	0.1323
0.377	0.1354
0.378	0.1421
0.379	0.1375
0.38	0.1326
0.381	0.1439
0.382	0.137
0.383	0.1469
0.384	0.1498
0.385	0.1482
0.386	0.1573
0.387	0.1592
0.388	0.1619
0.389	0.1623
0.39	0.1646
0.391	0.1665
0.392	0.1677
0.393	0.1698
0.394	0.1733
0.395	0.1719
0.396	0.175
0.397	0.1781
0.398	0.1767
0.399	0.1831
0.4	0.1841
0.401	0.1871
0.402	0.1897
0.403	0.1915
0.404	0.1935
0.405	0.2063
0.406	0.1992
0.407	0.1924
0.408	0.1915
0.409	0.2006
0.41	0.203
0.411	0.2112
0.412	0.2207
0.413	0.2205
0.414	0.2114
0.415	0.22
0.416	0.2125
0.417	0.2231
0.418	0.2202
0.419	0.2183
0.42	0.2235
0.421	0.2242
0.422	0.2294
0.423	0.2291
0.424	0.2388
0.425	0.2376
0.426	0.2412
0.427	0.2413
0.428	0.2428
0.429	0.2436
0.43	0.2538
0.431	0.2528
0.432	0.2551
0.433	0.2542
0.434	0.2535
0.435	0.2554
0.436	0.2645
0.437	0.2694
0.438	0.2649
0.439	0.2669
0.44	0.2718
0.441	0.2778
0.442	0.277
0.443	0.2775
0.444	0.2803
0.445	0.2769
0.446	0.2869
0.447	0.2833
0.448	0.2872
0.449	0.2967
0.45	0.2922
0.451	0.2799
0.452	0.2903
0.453	0.3012
0.454	0.2962
0.455	0.2978
0.456	0.3009
0.457	0.3044
0.458	0.3053
0.459	0.3143
0.46	0.3093
0.461	0.3162
0.462	0.3159
0.463	0.3211
0.464	0.3173
0.465	0.3247
0.466	0.3251
0.467	0.3257
0.468	0.3258
0.469	0.3273
0.47	0.3319
0.471	0.3311
0.472	0.3357
0.473	0.3402
0.474	0.3387
0.475	0.344
0.476	0.3402
0.477	0.3487
0.478	0.3572
0.479	0.3432
0.48	0.3547
0.481	0.3536
0.482	0.3606
0.483	0.3643
0.484	0.3642
0.485	0.3736
0.486	0.3668
0.487	0.3733
0.488	0.3687
0.489	0.3793
0.49	0.3745
0.491	0.3845
0.492	0.3862
0.493	0.3838
0.493	0.3852
0.494	0.3876
0.496	0.3874
0.496	0.3905
0.497	0.3972
0.498	0.3954
0.499	0.3976
0.5	0.4104
0.501	0.3968
0.502	0.4113
0.503	0.4098
0.504	0.4159
0.505	0.4076
0.506	0.4165
0.507	0.4194
0.508	0.4232
0.509	0.4256
0.51	0.422
0.511	0.4278
0.512	0.4241
0.513	0.4358
0.514	0.4393
0.515	0.4436
0.516	0.4443
0.517	0.4386
0.518	0.448
0.519	0.4426
0.52	0.459
0.521	0.4537
0.522	0.4554
0.523	0.4641
0.524	0.4667
0.525	0.4632
0.526	0.466
0.527	0.4732
0.528	0.4732
0.529	0.4737
0.53	0.4773
0.531	0.4807
0.532	0.4866
0.533	0.4951
0.534	0.4835
0.535	0.4946
0.536	0.4949
0.537	0.4919
0.538	0.4944
0.539	0.5042
0.54	0.5015
0.541	0.5096
0.542	0.5045
0.543	0.5154
0.544	0.5126
0.545	0.5113
0.546	0.5199
0.547	0.5244
0.548	0.5226
0.549	0.5233
0.55	0.5334
0.551	0.5271
0.552	0.5409
0.553	0.5383
0.554	0.5404
0.555	0.5486
0.556	0.5576
0.557	0.5487
0.558	0.5598
0.559	0.5546
0.56	0.5634
0.561	0.5634
0.562	0.5675
0.563	0.5715
0.564	0.5717
0.565	0.5752
0.566	0.5806
0.567	0.5769
0.568	0.5786
0.569	0.5894
0.57	0.5848
0.571	0.5942
0.572	0.5962
0.573	0.6034
0.574	0.6043
0.575	0.6004
0.576	0.6062
0.577	0.6134
0.578	0.6167
0.579	0.6116
0.58	0.6251
0.581	0.6224
0.582	0.6256
0.583	0.6253
0.584	0.6346
0.585	0.6339
0.586	0.6394
0.587	0.6439
0.588	0.6445
0.589	0.651
0.59	0.6542
0.591	0.656
0.592	0.6606
0.593	0.6657
0.594	0.6665
0.595	0.6728
0.596	0.6704
0.597	0.6787
0.598	0.6847
0.599	0.6916
0.6	0.6841
0.601	0.6902
0.602	0.691
0.603	0.6969
0.604	0.7002
0.605	0.7061
0.606	0.7043
0.607	0.7111
0.608	0.7201
0.609	0.722
0.61	0.7161
0.611	0.724
0.612	0.7386
0.613	0.7367
0.614	0.7375
0.614	0.7408
0.616	0.7408
0.617	0.7554
0.617	0.7597
0.618	0.7534
0.619	0.7602
0.62	0.7675
0.621	0.7743
0.622	0.7716
0.623	0.779
0.624	0.7853
0.625	0.7909
0.626	0.797
0.627	0.7947
0.628	0.7987
0.629	0.8091
0.63	0.8066
0.631	0.8095
0.632	0.8114
0.633	0.8255
0.634	0.8197
0.635	0.8278
0.636	0.8288
0.637	0.841
0.638	0.8405
0.639	0.8453
0.64	0.8507
0.641	0.8584
0.642	0.8588
0.643	0.8601
0.644	0.8733
0.645	0.8703
0.646	0.8811
0.647	0.8833
0.648	0.8855
0.649	0.8963
0.65	0.895
0.651	0.9002
0.652	0.9074
0.653	0.9081
0.654	0.9196
0.655	0.9176
0.656	0.9278
0.657	0.9287
0.658	0.9343
0.659	0.9401
0.66	0.946
0.661	0.9523
0.662	0.9568
0.663	0.9608
0.664	0.9666
0.665	0.97
0.666	0.98
0.667	0.9797
0.668	0.9926
0.669	0.9996
0.67	0.9947
0.671	1.004
0.672	1.009
0.673	1.013
0.674	1.019
0.675	1.031
0.676	1.033
0.677	1.036
0.678	1.044
0.679	1.053
0.68	1.053
0.681	1.071
0.682	1.063
0.683	1.076
0.684	1.084
0.685	1.092
0.686	1.093
0.687	1.096
0.688	1.108
0.689	1.115
0.69	1.117
0.691	1.122
0.692	1.132
0.693	1.132
0.694	1.146
0.695	1.147
0.696	1.161
0.697	1.162
0.698	1.166
0.699	1.168
0.7	1.184
0.701	1.188
0.702	1.196
0.703	1.198
0.704	1.21
0.705	1.212
0.706	1.223
0.707	1.23
0.708	1.238
0.709	1.246
0.71	1.257
0.711	1.265
0.712	1.264
0.713	1.272
0.714	1.282
0.715	1.29
0.716	1.297
0.717	1.309
0.718	1.314
0.719	1.325
0.72	1.328
0.721	1.332
0.722	1.348
0.723	1.35
0.724	1.358
0.725	1.369
0.726	1.375
0.727	1.386
0.728	1.394
0.729	1.402
0.73	1.413
0.731	1.423
0.732	1.432
0.733	1.435
0.734	1.448
0.734	1.454
0.736	1.466
0.737	1.472
0.737	1.481
0.738	1.492
0.739	1.502
0.741	1.518
0.741	1.513
0.742	1.528
0.743	1.538
0.744	1.556
0.745	1.558
0.746	1.572
0.747	1.573
0.748	1.588
0.749	1.594
0.75	1.609
0.751	1.624
0.752	1.629
0.753	1.643
0.754	1.65
0.755	1.655
0.756	1.673
0.757	1.684
0.758	1.695
0.759	1.697
0.76	1.718
0.761	1.731
0.762	1.739
0.763	1.747
0.764	1.764
0.765	1.771
0.766	1.79
0.767	1.802
0.768	1.811
0.769	1.831
0.77	1.834
0.771	1.849
0.772	1.862
0.773	1.869
0.774	1.886
0.775	1.893
0.776	1.91
0.777	1.922
0.778	1.935
0.779	1.942
0.78	1.96
0.781	1.974
0.782	1.99
0.783	1.998
0.784	2.022
0.785	2.029
0.786	2.043
0.787	2.06
0.788	2.07
0.789	2.083
0.79	2.107
0.791	2.117
0.792	2.126
0.793	2.146
0.794	2.157
0.795	2.176
0.796	2.198
0.797	2.208
0.798	2.228
0.799	2.241
0.8	2.264
0.801	2.267
0.802	2.293
0.803	2.312
0.804	2.315
0.805	2.334
0.806	2.361
0.807	2.378
0.808	2.391
0.809	2.403
0.81	2.428
0.811	2.444
0.812	2.457
0.813	2.475
0.814	2.502
0.815	2.52
0.816	2.535
0.817	2.553
0.818	2.571
0.819	2.595
0.82	2.614
0.821	2.635
0.822	2.66
0.823	2.674
0.824	2.691
0.825	2.721
0.826	2.737
0.827	2.769
0.828	2.776
0.829	2.8
0.83	2.823
0.831	2.849
0.832	2.859
0.833	2.893
0.834	2.916
0.835	2.926
0.836	2.966
0.837	2.977
0.838	3.01
0.839	3.032
0.84	3.061
0.841	3.084
0.842	3.101
0.843	3.133
0.844	3.154
0.845	3.181
0.846	3.215
0.847	3.232
0.848	3.263
0.849	3.284
0.85	3.316
0.851	3.343
0.852	3.368
0.853	3.398
0.854	3.429
0.855	3.457
0.856	3.49
0.857	3.518
0.858	3.54
0.858	3.566
0.859	3.614
0.861	3.634
0.861	3.661
0.862	3.691
0.863	3.722
0.864	3.764
0.865	3.795
0.866	3.832
0.867	3.862
0.868	3.895
0.869	3.927
0.87	3.957
0.871	3.996
0.872	4.035
0.873	4.075
0.874	4.112
0.875	4.135
0.876	4.181
0.877	4.213
0.878	4.25
0.879	4.298
0.88	4.329
0.881	4.379
0.882	4.415
0.883	4.458
0.884	4.494
0.885	4.548
0.886	4.583
0.887	4.628
0.888	4.66
0.889	4.708
0.89	4.752
0.891	4.786
0.892	4.831
0.893	4.885
0.894	4.927
0.895	4.969
0.896	5.017
0.897	5.059
0.898	5.107
0.899	5.152
0.9	5.199
0.901	5.253
0.902	5.3
0.903	5.338
0.904	5.394
0.905	5.442
0.906	5.477
0.907	5.522
0.908	5.562
0.909	5.608
0.91	5.659
0.911	5.703
0.912	5.742
0.913	5.786
0.914	5.814
0.915	5.848
0.916	5.887
0.917	5.905
0.918	5.951
0.919	6.347
0.92	6.414
0.921	6.482
0.922	6.569
0.923	6.632
0.924	6.701
0.925	6.774
0.926	6.856
0.927	6.932
0.928	7.008
0.929	7.073
0.93	7.174
0.931	7.245
0.932	7.319
0.933	7.419
0.934	7.499
0.935	7.581
0.936	7.665
0.937	7.757
0.938	7.858
0.939	7.931
0.94	8.026
0.941	8.134
0.942	8.242
0.943	8.342
0.944	8.43
0.945	8.517
0.946	8.622
0.947	8.72
0.948	8.836
0.949	8.941
0.95	9.062
0.951	9.164
0.952	9.288
0.953	9.407
0.954	9.522
0.955	9.649
0.956	9.764
0.957	9.896
0.958	10.03
0.959	10.16
0.96	10.3
0.961	10.43
0.962	10.58
0.963	10.72
0.964	10.86
0.965	11.01
0.966	11.16
0.967	11.32
0.968	11.47
0.969	11.64
0.97	11.8
0.971	11.98
0.972	12.13
0.973	12.29
0.974	12.48
0.975	12.67
0.976	12.86
0.977	13.05
0.978	13.24
0.978	13.43
0.979	13.66
0.981	13.85
0.982	14.09
0.982	14.29
0.983	14.53
0.984	14.75
0.985	14.99
0.986	15.23
0.987	15.49
0.988	15.73
0.989	16
0.99	16.27
0.991	16.55
0.992	16.82
0.993	17.11
0.994	17.41
0.995	17.73
0.996	18.02
0.997	18.34
0.998	18.68
0.999	19.03
1	19.37
1.001	19.71
1.002	20.07
1.003	20.44
1.004	20.84
1.005	21.25
1.006	21.68
1.007	22.09
1.008	22.54
1.009	22.99
1.01	23.46
1.011	23.97
1.012	24.45
1.013	24.95
1.014	25.48
1.015	26.04
1.016	26.63
1.017	27.2
1.018	27.81
1.019	28.43
1.02	29.11
1.021	29.78
1.022	30.47
1.023	31.17
1.024	31.94
1.025	32.71
1.026	33.52
1.027	34.34
1.028	35.22
1.029	36.08
1.03	36.99
1.031	37.98
1.032	38.97
1.033	40.01
1.034	41.1
1.035	42.23
1.036	43.4
1.037	44.65
1.038	45.91
1.039	47.23
1.04	48.61
1.041	50.12
1.042	51.56
1.043	53.17
1.044	54.77
1.045	56.53
1.046	58.29
1.047	60.15
1.048	62.15
1.049	64.18
1.05	66.32
1.051	68.56
1.052	70.86
1.053	73.37
1.054	75.84
1.055	78.53
1.056	81.3
1.057	84.24
1.058	87.22
1.059	90.31
1.06	93.69
1.061	97.15
1.062	100.8
1.063	104.5
1.064	108.5
1.065	112.6
1.066	116.9
1.067	121.3
1.068	126
1.069	130.8
1.07	136
1.071	141.2
1.072	146.6
1.073	152.2
1.074	158.2
1.075	164.2
1.076	170.5
1.077	176.9
1.078	183.7
1.079	190.6
1.08	197.8
1.081	205
1.082	212.6
1.083	220.2
1.084	228.1
1.085	236.2
1.086	244
1.087	252.4
1.088	260.8
1.089	269.5
1.09	278.4
1.091	287.2
1.092	296.1
1.093	305.2
1.094	314.3
1.095	323.9
1.096	332.7
1.097	342.2
1.098	351.5
1.099	361
1.099	370.5
1.101	379.8
1.102	389
1.102	398.5
1.103	407.6
1.104	417
1.105	426.1
1.106	435.3
1.107	444.2
1.108	453.4
1.109	462.4
1.11	471.5
1.111	480.1
1.112	488.7
1.113	497.4
1.114	505.4
1.115	514
1.116	522.2
1.117	530.5
1.118	538.8
1.119	547.2
1.12	555.1
1.121	563.1
1.122	570.8
1.123	579
1.124	586.5
1.125	594.1
1.126	602.3
1.127	609.8
1.128	617.4
1.129	624.8
1.13	632.1
1.131	639.9
1.132	646.6
1.133	653.8
1.134	660.9
1.135	668.2
1.136	675.2
1.137	682.2
1.138	689.2
1.139	696.2
1.14	702.5
1.141	709.5
1.142	715.2
1.143	721.7
1.144	728.3
1.145	734.3
1.146	740.9
1.147	747.1
1.148	753.6
1.149	759.4
1.15	765.5
1.151	771.4
1.152	777.6
1.153	783
1.154	788.6
1.155	794.1
1.156	799.7
1.157	804.9
1.158	810.4
1.159	815.1
1.16	820.2
1.161	824.7
1.162	829.4
1.163	834.2
1.164	838.3
1.165	842.3
1.166	846.4
1.167	850.3
1.168	854.9
1.169	857.8
1.17	860.3
1.171	863.7
1.172	866.8
1.173	870.6
1.174	872.8
1.175	875.6
1.176	878.2
1.177	881.1
1.178	883.6
1.179	885.6
1.18	887.4
1.181	889.8
1.182	891.2
1.183	893.1
1.184	894.5
1.185	896.1
1.186	897.3
1.187	898.9
1.188	900.3
1.189	901.8
1.19	902.3
1.191	903.3
1.192	904.2
1.193	905.4
1.194	906
1.195	906.8
1.196	907.3
1.197	908.5
1.198	908.8
1.199	908.6
1.2	909.2
1.201	909.3
1.202	910.2
1.203	910.2
1.204	910.6
1.205	911.1
1.206	911.5
1.207	911.7
1.208	912.1
1.209	912.1
1.21	912.8
1.211	912.4
1.212	912.9
1.213	913
1.214	913.3
1.215	913.4
1.216	913.5
1.217	913.6
1.218	914
1.219	913.6
1.219	913.8
1.221	913.8
1.222	914
1.222	913.7
1.223	913.8
1.224	913.9
1.226	913.6
1.226	913.5
1.227	913.3
1.228	913.2
1.229	913.3
1.23	913.3
1.231	913.3
1.232	913.3
1.233	913.3
1.234	913.4
1.235	913.4
1.236	913.6
1.237	913.2
1.238	913.4
1.239	912.9
1.24	912.9
1.241	913
1.242	912.7
1.243	912.4
1.244	912.4
1.245	912.2
1.246	912
1.247	911.8
1.248	911.7
1.249	911.4
1.25	911.5
1.251	911.4
1.252	910.9
1.253	910.5
1.254	910.6
1.255	909.6
1.256	909.5
1.257	909.1
1.258	908.5
1.259	908.5
1.26	907.8
1.261	907.7
1.262	907.2
1.263	906.9
1.264	906.4
1.265	906
1.266	905.5
1.267	905.4
1.268	904.5
1.269	904
1.27	903.5
1.271	903.2
1.272	902.4
1.273	902
1.274	901.2
1.275	901.1
1.276	900.2
1.277	899.6
1.278	899
1.279	898.2
1.28	897.4
1.281	896.7
1.282	896
1.283	894.8
1.284	894
1.285	893.3
1.286	892.7
1.287	891.8
1.288	891.4
1.289	890.1
1.29	889.6
1.291	888.6
1.292	887.8
1.293	886.9
1.294	886
1.295	885.2
1.296	884.5
1.297	883
1.298	882.2
1.299	881.1
1.3	880.3
1.301	878.9
1.302	878
1.303	876.9
1.304	876.2
1.305	874.9
1.306	873.7
1.307	872.5
1.308	871.5
1.309	870.4
1.31	869.3
1.311	867.3
1.312	866.1
1.313	865.2
1.314	864.1
1.315	863.2
1.316	861.6
1.317	860.6
1.318	859
1.319	858
1.32	856.8
1.321	855.3
1.322	853.9
1.323	852.7
1.324	851.3
1.325	850.6
1.326	848.6
1.327	847.3
1.328	845.9
1.329	844.6
1.33	843.4
1.331	841.8
1.332	840.3
1.333	839.1
1.334	837.5
1.335	836.4
1.336	834.6
1.337	833.2
1.338	831.4
1.339	830
1.34	828.1
1.341	826.6
1.342	825.2
1.343	823.7
1.343	822.3
1.344	820.9
1.346	819.5
1.346	817.7
1.347	816.2
1.348	814.7
1.349	813.3
1.35	811.5
1.351	810.1
1.352	808.4
1.353	807.2
1.354	805.4
1.355	803.7
1.356	802.2
1.357	800.5
1.358	798.9
1.359	797.3
1.36	795.6
1.361	794.3
1.362	792.2
1.363	790.9
1.364	789.2
1.365	787.6
1.366	785.9
1.367	783.7
1.368	782.3
1.369	780.6
1.37	779.1
1.371	777.5
1.372	775.9
1.373	774.4
1.374	772.8
1.375	770.8
1.376	769.3
1.377	767.6
1.378	766.1
1.379	764.2
1.38	762.5
1.381	760.9
1.382	759.6
1.383	757.7
1.384	756
1.385	754.2
1.386	752.7
1.387	750.9
1.388	749.4
1.389	747.5
1.39	746.1
1.391	744.2
1.392	742.7
1.393	741.2
1.394	739.4
1.395	737.6
1.396	735.4
1.397	734
1.398	732.5
1.399	730.7
1.4	729.2
1.401	727.5
1.402	726
1.403	724.8
1.404	722.7
1.405	721.1
1.406	719.4
1.407	717.9
1.408	716.3
1.409	714.6
1.41	712.9
1.411	711.6
1.412	709.7
1.413	708.4
1.414	706.6
1.415	704.9
1.416	703.2
1.417	701.6
1.418	700
1.419	698.5
1.42	696.7
1.421	695.2
1.422	693.6
1.423	692.3
1.424	690.2
1.425	688.5
1.426	687
1.427	685.6
1.428	684.2
1.429	682.6
1.43	681.2
1.431	679.6
1.432	678.3
1.433	676.7
1.434	675.1
1.435	673.7
1.436	672.1
1.437	670.6
1.438	669.1
1.439	667.5
1.44	666.4
1.441	664.6
1.442	663.3
1.443	661.8
1.444	660.4
1.445	658.9
1.446	657.4
1.447	656
1.448	654.7
1.449	653.1
1.45	651.9
1.451	650.5
1.452	649.2
1.453	647.3
1.454	645.8
1.455	644.6
1.456	643.2
1.457	642
1.458	640.5
1.459	639.2
1.46	637.9
1.461	636.9
1.462	635.5
1.463	634.1
1.463	632.7
1.464	631.6
1.466	630.3
1.467	629.2
1.467	627.7
1.468	626.7
1.469	625.3
1.47	624.2
1.471	623.2
1.472	621.8
1.473	620.5
1.474	619.3
1.475	618.2
1.476	617.4
1.477	615.8
1.478	614.7
1.479	613.6
1.48	612.1
1.481	611.5
1.482	610
1.483	609.1
1.484	608.1
1.485	607.2
1.486	606.2
1.487	605.1
1.488	604.1
1.489	603.3
1.49	602.3
1.491	601.5
1.492	600.4
1.493	599.6
1.494	598.5
1.495	597.7
1.496	596.8
1.497	596.1
1.498	595.1
1.499	594.3
1.5	593.6
1.501	593
1.502	592.1
1.503	591.4
1.504	590.5
1.505	590.1
1.506	589.3
1.507	588.7
1.508	587.7
1.509	587.1
1.51	586.8
1.511	586.2
1.512	585.7
1.513	585.3
1.514	584.8
1.515	584.4
1.516	584
1.517	583.6
1.518	583.6
1.519	583.1
1.52	583
1.521	582.7
1.522	582.4
1.523	582.2
1.524	582.1
1.525	582.1
1.526	582.1
1.527	582.1
1.528	582.1
1.529	582.1
1.53	582.4
1.531	582.3
1.532	582.6
1.533	582.7
1.534	583.2
1.535	583.4
1.536	583.7
1.537	583.7
1.538	584.3
1.539	585.2
1.54	585.7
1.541	586.3
1.542	587
1.543	588
1.544	588.8
1.545	589.9
1.546	590.6
1.547	591.9
1.548	592.9
1.549	594.2
1.55	595.6
1.551	596.8
1.552	598.1
1.553	599.6
1.554	601.2
1.555	603.3
1.556	604.6
1.557	606.5
1.558	608.4
1.559	610.6
1.56	612.9
1.561	614.9
1.562	617.1
1.563	619.8
1.564	622.2
1.565	624.5
1.566	627.3
1.567	630.1
1.568	633.4
1.569	636.4
1.57	640
1.571	643.2
1.572	646.9
1.573	650.3
1.574	654.1
1.575	658
1.576	662.4
1.577	666.5
1.578	670.8
1.579	675.5
1.58	680.4
1.581	685.1
1.582	690.3
1.583	695.4
1.584	701.2
1.584	706.6
1.586	712.5
1.587	718.6
1.587	724.8
1.588	731.2
1.589	737.9
1.59	744.6
1.591	752.2
1.592	758.7
1.593	765.6
1.594	773.4
1.595	781.3
1.596	790.2
1.597	798.1
1.598	807.1
1.599	815.9
1.6	825.2
1.601	834.9
1.602	844.6
1.603	854.6
1.604	865.3
1.605	875.5
1.606	886.9
1.607	898.1
1.608	910.2
1.609	921.7
1.61	933.8
1.611	946.3
1.612	959.6
1.613	972.5
1.614	986
1.615	999.9
1.616	1014
1.617	1029
1.618	1045
1.619	1060
1.62	1076
1.621	1091
1.622	1107
1.623	1125
1.624	1141
1.625	1160
1.626	1178
1.627	1197
1.628	1217
1.629	1237
1.63	1256
1.631	1277
1.632	1298
1.633	1321
1.634	1342
1.635	1365
1.636	1388
1.637	1412
1.638	1437
1.639	1461
1.64	1486
1.641	1513
1.642	1538
1.643	1566
1.644	1593
1.645	1622
1.646	1650
1.647	1680
1.648	1710
1.649	1738
1.65	1769
1.651	1800
1.652	1832
1.653	1865
1.654	1900
1.655	1933
1.656	1967
1.657	2003
1.658	2040
1.659	2076
1.66	2113
1.661	2150
1.662	2191
1.663	2228
1.664	2269
1.665	2310
1.666	2351
1.667	2393
1.668	2436
1.669	2478
1.67	2524
1.671	2566
1.672	2611
1.673	2656
1.674	2703
1.675	2750
1.676	2798
1.677	2847
1.678	2891
1.679	2941
1.68	2991
1.681	3041
1.682	3093
1.683	3146
1.684	3196
1.685	3250
1.686	3304
1.687	3360
1.688	3413
1.689	3468
1.69	3523
1.691	3582
1.692	3637
1.693	3694
1.694	3751
1.695	3811
1.696	3869
1.697	3930
1.698	3989
1.699	4051
1.7	4110
1.701	4172
1.702	4236
1.703	4297
1.704	4359
1.704	4423
1.706	4482
1.707	4549
1.707	4612
1.708	4676
1.709	4742
1.711	4807
1.711	4878
1.712	4940
1.713	5008
1.714	5075
1.715	5145
1.716	5215
1.717	5282
1.718	5350
1.719	5422
1.72	5490
1.721	5562
1.722	5632
1.723	5704
1.724	5775
1.725	5848
1.726	5921
1.727	5995
1.728	6081
1.729	6154
1.73	6227
1.731	6303
1.732	6376
1.733	6450
1.734	6518
1.735	6594
1.736	6671
1.737	6746
1.738	6821
1.739	6896
1.74	6976
1.741	7050
1.742	7127
1.743	7206
1.744	7284
1.745	7363
1.746	7441
1.747	7518
1.748	7601
1.749	7675
1.75	7756
1.751	7834
1.752	7915
1.753	7995
1.754	8076
1.755	8156
1.756	8240
1.757	8317
1.758	8400
1.759	8482
1.76	8566
1.761	8645
1.762	8721
1.763	8806
1.764	8889
1.765	8974
1.766	9055
1.767	9136
1.768	9220
1.769	9307
1.77	9388
1.771	9471
1.772	9553
1.773	9640
1.774	9724
1.775	9811
1.776	9894
1.777	9982
1.778	10060
1.779	10150
1.78	10240
1.781	10320
1.782	10410
1.783	10500
1.784	10580
1.785	10680
1.786	10760
1.787	10840
1.788	10930
1.789	11020
1.79	11110
1.791	11180
1.792	11270
1.793	11360
1.794	11450
1.795	11540
1.796	11630
1.797	11710
1.798	11800
1.799	11890
1.8	11980
1.799	11890
1.798	11810
1.797	11710
1.796	11630
1.795	11540
1.794	11450
1.793	11350
1.792	11270
1.791	11170
1.79	11090
1.789	11010
1.788	10910
1.787	10830
1.786	10740
1.785	10660
1.784	10560
1.783	10470
1.782	10380
1.781	10300
1.78	10210
1.779	10120
1.778	10030
1.777	9949
1.776	9861
1.775	9778
1.774	9691
1.773	9605
1.772	9517
1.771	9432
1.77	9349
1.769	9266
1.768	9179
1.767	9095
1.766	9012
1.765	8930
1.764	8844
1.763	8761
1.762	8675
1.761	8600
1.76	8520
1.759	8435
1.758	8354
1.757	8270
1.756	8192
1.755	8109
1.754	8027
1.753	7947
1.752	7866
1.751	7784
1.75	7705
1.749	7625
1.748	7550
1.747	7468
1.746	7391
1.745	7312
1.744	7232
1.743	7154
1.742	7075
1.741	6997
1.74	6923
1.739	6844
1.738	6769
1.737	6693
1.736	6619
1.735	6542
1.734	6466
1.733	6398
1.732	6322
1.731	6249
1.73	6174
1.729	6101
1.728	6029
1.727	5959
1.726	5885
1.725	5811
1.724	5738
1.723	5667
1.722	5595
1.721	5526
1.72	5454
1.719	5387
1.718	5316
1.717	5248
1.716	5181
1.715	5111
1.714	5042
1.713	4975
1.712	4907
1.711	4846
1.711	4775
1.709	4710
1.708	4646
1.707	4583
1.707	4520
1.706	4454
1.704	4395
