Potential(V)	Current(uA)
1.704	4331
1.703	4271
1.702	4210
1.701	4147
1.7	4085
1.699	4027
1.698	3966
1.697	3908
1.696	3848
1.695	3791
1.694	3732
1.693	3675
1.692	3619
1.691	3564
1.69	3507
1.689	3453
1.688	3399
1.687	3346
1.686	3292
1.685	3238
1.684	3186
1.683	3135
1.682	3083
1.681	3033
1.68	2983
1.679	2935
1.678	2886
1.677	2842
1.676	2794
1.675	2748
1.674	2701
1.673	2655
1.672	2611
1.671	2567
1.67	2525
1.669	2480
1.668	2438
1.667	2396
1.666	2355
1.665	2315
1.664	2275
1.663	2235
1.662	2198
1.661	2158
1.66	2122
1.659	2085
1.658	2051
1.657	2014
1.656	1979
1.655	1945
1.654	1912
1.653	1879
1.652	1847
1.651	1815
1.65	1785
1.649	1755
1.648	1727
1.647	1698
1.646	1669
1.645	1641
1.644	1613
1.643	1587
1.642	1560
1.641	1535
1.64	1509
1.639	1485
1.638	1462
1.637	1438
1.636	1415
1.635	1392
1.634	1370
1.633	1350
1.632	1328
1.631	1308
1.63	1289
1.629	1270
1.628	1251
1.627	1232
1.626	1214
1.625	1198
1.624	1180
1.623	1165
1.622	1144
1.621	1129
1.62	1116
1.619	1101
1.618	1087
1.617	1073
1.616	1060
1.615	1046
1.614	1034
1.613	1022
1.612	1010
1.611	998.1
1.61	987
1.609	976.3
1.608	966.1
1.607	955.4
1.606	945.7
1.605	935.7
1.604	927
1.603	917.7
1.602	909.1
1.601	900.9
1.6	892.7
1.599	884.9
1.598	877.5
1.597	869.9
1.596	863.3
1.595	855.9
1.594	849.6
1.593	843.3
1.592	837.8
1.591	832.5
1.59	826.1
1.589	820.9
1.588	815.5
1.587	810.4
1.587	805.5
1.586	800.5
1.584	795.9
1.584	791.8
1.583	787.2
1.582	783.6
1.581	779.6
1.58	776.1
1.579	772.3
1.578	768.7
1.577	765.4
1.576	762.6
1.575	759.4
1.574	756.6
1.573	753.7
1.572	751.3
1.571	748.8
1.57	746.5
1.569	743.9
1.568	741.7
1.567	739.4
1.566	737.5
1.565	735.7
1.564	734.2
1.563	732.6
1.562	730.7
1.561	729.3
1.56	727.8
1.559	726.3
1.558	724.7
1.557	723.3
1.556	722.1
1.555	721.6
1.554	720
1.553	719
1.552	718
1.551	717.3
1.55	716.6
1.549	715.6
1.548	714.6
1.547	714.2
1.546	713.3
1.545	713
1.544	712.2
1.543	711.8
1.542	711.2
1.541	710.8
1.54	710.5
1.539	710.3
1.538	709.6
1.537	709.3
1.536	709.5
1.535	709.3
1.534	709.2
1.533	708.6
1.532	708.3
1.531	708.1
1.53	708.2
1.529	707.8
1.528	707.7
1.527	707.3
1.526	707.5
1.525	707.3
1.524	707.2
1.523	707.3
1.522	707.2
1.521	707.1
1.52	707.1
1.519	706.9
1.518	707.4
1.517	706.9
1.516	707.1
1.515	707.1
1.514	707.2
1.513	707.3
1.512	707.3
1.511	707.5
1.51	707.7
1.509	707.4
1.508	707.6
1.507	708
1.506	707.9
1.505	708.2
1.504	707.9
1.503	708.2
1.502	708.2
1.501	708.4
1.5	708.3
1.499	708.3
1.498	708.4
1.497	708.5
1.496	708.6
1.495	708.7
1.494	708.7
1.493	709
1.492	709
1.491	709.4
1.49	709.2
1.489	709.4
1.488	709.3
1.487	709.5
1.486	709.7
1.485	709.8
1.484	709.8
1.483	709.9
1.482	709.9
1.481	710.5
1.48	710.1
1.479	710.7
1.478	710.8
1.477	710.8
1.476	710.9
1.475	710.9
1.474	711
1.473	711.1
1.472	711.3
1.471	711.5
1.47	711.4
1.469	711.3
1.468	711.6
1.467	711.5
1.467	711.8
1.466	711.8
1.464	712
1.463	712
1.463	712.2
1.462	712.4
1.461	712.6
1.46	712.4
1.459	712.6
1.458	712.7
1.457	713.1
1.456	713
1.455	713.2
1.454	713.2
1.453	713.7
1.452	714.2
1.451	714
1.45	714.1
1.449	713.9
1.448	714.3
1.447	714.1
1.446	714.3
1.445	714.4
1.444	714.6
1.443	714.6
1.442	714.8
1.441	714.8
1.44	715.3
1.439	715
1.438	715.2
1.437	715.4
1.436	715.6
1.435	715.8
1.434	715.9
1.433	716.1
1.432	716.4
1.431	716.2
1.43	716.4
1.429	716.6
1.428	717
1.427	717
1.426	717.1
1.425	717.3
1.424	717.8
1.423	718.3
1.422	718.2
1.421	718.3
1.42	718.4
1.419	718.7
1.418	718.7
1.417	718.9
1.416	719
1.415	719.3
1.414	719.5
1.413	719.8
1.412	719.6
1.411	720
1.41	720
1.409	720.3
1.408	720.7
1.407	720.8
1.406	720.9
1.405	721.2
1.404	721.4
1.403	722.1
1.402	721.9
1.401	722.1
1.4	722.4
1.399	722.7
1.398	723.2
1.397	723.3
1.396	723.5
1.395	724.2
1.394	724.6
1.393	724.9
1.392	724.8
1.391	725
1.39	725.3
1.389	725.4
1.388	726
1.387	726.1
1.386	726.4
1.385	726.6
1.384	726.9
1.383	727.3
1.382	727.7
1.381	727.8
1.38	728.1
1.379	728.4
1.378	728.9
1.377	729.1
1.376	729.5
1.375	729.6
1.374	730.3
1.373	730.3
1.372	730.6
1.371	730.9
1.37	731.2
1.369	731.4
1.368	731.8
1.367	732
1.366	732.9
1.365	733.1
1.364	733.3
1.363	733.5
1.362	733.6
1.361	734.3
1.36	734.1
1.359	734.5
1.358	734.8
1.357	735.2
1.356	735.5
1.355	735.8
1.354	736
1.353	736.4
1.352	736.4
1.351	736.8
1.35	737
1.349	737.5
1.348	737.6
1.347	737.8
1.346	738.1
1.346	738.5
1.344	738.5
1.343	738.6
1.343	738.8
1.342	739.1
1.341	739.2
1.34	739.5
1.339	740
1.338	740
1.337	740.3
1.336	740.4
1.335	740.7
1.334	740.5
1.333	740.7
1.332	740.7
1.331	740.8
1.33	741
1.329	741.1
1.328	741.1
1.327	741.2
1.326	741.2
1.325	741.2
1.324	741.2
1.323	741.3
1.322	741.3
1.321	741.5
1.32	741.5
1.319	741.4
1.318	741.3
1.317	741.5
1.316	741.1
1.315	741.3
1.314	740.9
1.313	740.9
1.312	740.6
1.311	740.5
1.31	740.9
1.309	740.4
1.308	740.2
1.307	739.6
1.306	739.5
1.305	739.2
1.304	739
1.303	738.2
1.302	737.8
1.301	737.5
1.3	737.3
1.299	736.7
1.298	736.2
1.297	735.6
1.296	735.4
1.295	734.6
1.294	733.9
1.293	733.4
1.292	732.6
1.291	731.9
1.29	731.3
1.289	730.4
1.288	730.1
1.287	729
1.286	728.3
1.285	727.5
1.284	726.6
1.283	725.6
1.282	725.1
1.281	724.2
1.28	723.2
1.279	722.1
1.278	721.1
1.277	719.9
1.276	718.8
1.275	717.8
1.274	716.2
1.273	715.1
1.272	713.8
1.271	712.6
1.27	711.1
1.269	709.8
1.268	708.4
1.267	707.3
1.266	705.6
1.265	704
1.264	702.4
1.263	700.9
1.262	699.3
1.261	697.8
1.26	696
1.259	694.5
1.258	692.6
1.257	690.9
1.256	689.3
1.255	687.3
1.254	685.9
1.253	683.7
1.252	681.8
1.251	679.9
1.25	677.7
1.249	675.5
1.248	673.5
1.247	671.4
1.246	669.7
1.245	666.9
1.244	664.7
1.243	662.4
1.242	660.2
1.241	658.1
1.24	655.5
1.239	653
1.238	650.9
1.237	648.2
1.236	646
1.235	643.2
1.234	640.7
1.233	637.9
1.232	635.3
1.231	632.7
1.23	630.2
1.229	627.3
1.228	624.6
1.227	621.9
1.226	619.3
1.226	616.9
1.224	613.8
1.223	610.8
1.222	607.9
1.222	605.2
1.221	602
1.219	599.1
1.219	596
1.218	593.3
1.217	590
1.216	586.9
1.215	583.8
1.214	580.6
1.213	577.3
1.212	574.3
1.211	570.9
1.21	568.1
1.209	564.5
1.208	561.4
1.207	558
1.206	554.7
1.205	551.4
1.204	548.1
1.203	544.7
1.202	541.6
1.201	537.9
1.2	534.7
1.199	531.2
1.198	528.2
1.197	524.9
1.196	521.2
1.195	517.8
1.194	514.2
1.193	510.8
1.192	507.1
1.191	503.6
1.19	500
1.189	496.8
1.188	493
1.187	489.4
1.186	485.7
1.185	482.3
1.184	478.6
1.183	475.1
1.182	471.3
1.181	467.9
1.18	464.1
1.179	460.5
1.178	457.1
1.177	453.3
1.176	449.4
1.175	445.7
1.174	442
1.173	438.7
1.172	434.6
1.171	430.9
1.17	427.2
1.169	423.9
1.168	420.7
1.167	416.6
1.166	412.9
1.165	409.2
1.164	405.5
1.163	402
1.162	398.1
1.161	394.4
1.16	390.9
1.159	387.1
1.158	383.5
1.157	379.7
1.156	376.1
1.155	372.2
1.154	368.6
1.153	365
1.152	361.5
1.151	357.7
1.15	354
1.149	350.4
1.148	346.9
1.147	343.2
1.146	339.6
1.145	335.9
1.144	332.5
1.143	328.8
1.142	325.3
1.141	322
1.14	318.5
1.139	315.1
1.138	311.4
1.137	307.9
1.136	304.4
1.135	300.8
1.134	297.3
1.133	293.9
1.132	290.3
1.131	287.1
1.13	283.5
1.129	280.1
1.128	276.7
1.127	273.3
1.126	270
1.125	266.6
1.124	263.2
1.123	260
1.122	256.7
1.121	253.5
1.12	250.2
1.119	247
1.118	243.7
1.117	240.5
1.116	237.3
1.115	234.2
1.114	231
1.113	228.1
1.112	225
1.111	221.9
1.11	218.9
1.109	215.9
1.108	212.8
1.107	209.8
1.106	206.9
1.105	203.9
1.104	201
1.103	198.1
1.102	195.2
1.102	192.4
1.101	189.6
1.099	186.9
1.099	184
1.098	181.2
1.097	178.4
1.096	175.6
1.095	173.1
1.094	170.3
1.093	167.6
1.092	165
1.091	162.5
1.09	160
1.089	157.3
1.088	154.8
1.087	152.4
1.086	149.8
1.085	147.6
1.084	145.1
1.083	142.7
1.082	140.5
1.081	138.1
1.08	135.8
1.079	133.5
1.078	131.2
1.077	129
1.076	126.8
1.075	124.6
1.074	122.5
1.073	120.3
1.072	118.2
1.071	116.1
1.07	114
1.069	112
1.068	110
1.067	108
1.066	106.1
1.065	104.2
1.064	102.3
1.063	100.4
1.062	98.62
1.061	96.82
1.06	95.03
1.059	93.23
1.058	91.56
1.057	89.91
1.056	88.22
1.055	86.59
1.054	84.92
1.053	83.38
1.052	81.73
1.051	80.21
1.05	78.68
1.049	77.16
1.048	75.66
1.047	74.21
1.046	72.77
1.045	71.4
1.044	69.96
1.043	68.63
1.042	67.29
1.041	65.99
1.04	64.66
1.039	63.39
1.038	62.12
1.037	60.91
1.036	59.68
1.035	58.48
1.034	57.32
1.033	56.18
1.032	55.05
1.031	53.99
1.03	52.87
1.029	51.82
1.028	50.83
1.027	49.79
1.026	48.8
1.025	47.8
1.024	46.86
1.023	45.88
1.022	44.97
1.021	44.05
1.02	43.17
1.019	42.26
1.018	41.41
1.017	40.55
1.016	39.78
1.015	38.93
1.014	38.13
1.013	37.33
1.012	36.59
1.011	35.87
1.01	35.09
1.009	34.36
1.008	33.68
1.007	32.96
1.006	32.3
1.005	31.63
1.004	30.98
1.003	30.32
1.002	29.7
1.001	29.09
1	28.54
0.999	27.95
0.998	27.34
0.997	26.81
0.996	26.25
0.995	25.73
0.994	25.17
0.993	24.66
0.992	24.15
0.991	23.68
0.99	23.19
0.989	22.7
0.988	22.25
0.987	21.8
0.986	21.36
0.985	20.92
0.984	20.51
0.983	20.1
0.982	19.68
0.982	19.29
0.981	18.88
0.979	18.52
0.978	18.12
0.978	17.76
0.977	17.4
0.976	17.06
0.975	16.72
0.974	16.38
0.973	16.05
0.972	15.75
0.971	15.44
0.97	15.13
0.969	14.82
0.968	14.54
0.967	14.25
0.966	13.95
0.965	13.69
0.964	13.42
0.963	13.16
0.962	12.9
0.961	12.64
0.96	12.39
0.959	12.16
0.958	11.92
0.957	11.68
0.956	11.46
0.955	11.23
0.954	11
0.953	10.8
0.952	10.59
0.951	10.39
0.95	10.18
0.949	9.985
0.948	9.794
0.947	9.609
0.946	9.412
0.945	9.239
0.944	9.079
0.943	8.907
0.942	8.734
0.941	8.565
0.94	8.401
0.939	8.241
0.938	8.102
0.937	7.929
0.936	7.778
0.935	7.648
0.934	7.489
0.933	7.359
0.932	7.213
0.931	7.081
0.93	6.95
0.929	6.813
0.928	6.687
0.927	6.571
0.926	6.439
0.925	6.323
0.924	6.203
0.923	6.093
0.922	5.99
0.921	5.865
0.92	5.764
0.919	5.649
0.918	5.556
0.917	5.454
0.916	5.361
0.915	5.262
0.914	5.161
0.913	5.067
0.912	4.971
0.911	4.88
0.91	4.792
0.909	4.714
0.908	4.617
0.907	4.54
0.906	4.459
0.905	4.379
0.904	4.302
0.903	4.213
0.902	4.148
0.901	4.064
0.9	3.981
0.899	3.919
0.898	3.848
0.897	3.78
0.896	3.707
0.895	3.64
0.894	3.58
0.893	3.51
0.892	3.449
0.891	3.392
0.89	3.323
0.889	3.263
0.888	3.207
0.887	3.149
0.886	3.108
0.885	3.035
0.884	2.99
0.883	2.929
0.882	2.879
0.881	2.818
0.88	2.774
0.879	2.723
0.878	2.671
0.877	2.618
0.876	2.58
0.875	2.524
0.874	2.486
0.873	2.432
0.872	2.392
0.871	2.334
0.87	2.301
0.869	2.263
0.868	2.214
0.867	2.175
0.866	2.134
0.865	2.098
0.864	2.06
0.863	2.019
0.862	1.973
0.861	1.946
0.861	1.913
0.859	1.88
0.858	1.837
0.858	1.806
0.857	1.766
0.856	1.732
0.855	1.703
0.854	1.664
0.853	1.629
0.852	1.605
0.851	1.566
0.85	1.539
0.849	1.505
0.848	1.477
0.847	1.446
0.846	1.417
0.845	1.384
0.844	1.362
0.843	1.333
0.842	1.296
0.841	1.265
0.84	1.251
0.839	1.217
0.838	1.184
0.837	1.168
0.836	1.144
0.835	1.11
0.834	1.088
0.833	1.064
0.832	1.042
0.831	1.024
0.83	0.9945
0.829	0.9725
0.828	0.9449
0.827	0.9259
0.826	0.9016
0.825	0.8794
0.824	0.8566
0.823	0.8413
0.822	0.8143
0.821	0.792
0.82	0.7756
0.819	0.75
0.818	0.7275
0.817	0.7047
0.816	0.692
0.815	0.6706
0.814	0.6462
0.813	0.6264
0.812	0.6064
0.811	0.5906
0.81	0.5672
0.809	0.5527
0.808	0.5272
0.807	0.518
0.806	0.5001
0.805	0.4806
0.804	0.4588
0.803	0.4453
0.802	0.4376
0.801	0.4109
0.8	0.3955
0.799	0.377
0.798	0.3585
0.797	0.3411
0.796	0.3323
0.795	0.3024
0.794	0.2907
0.793	0.2803
0.792	0.2635
0.791	0.2265
0.79	0.2261
0.789	0.2074
0.788	0.1933
0.787	0.1756
0.786	0.1635
0.785	0.1409
0.784	0.1256
0.783	0.1147
0.782	0.09773
0.781	0.09387
0.78	0.06497
0.779	0.04961
0.778	0.03898
0.777	0.01972
0.776	0.004172
0.775	-0.008321
0.774	-0.02091
0.773	-0.03502
0.772	-0.04904
0.771	-0.05977
0.77	-0.07885
0.769	-0.09286
0.768	-0.1116
0.767	-0.1237
0.766	-0.135
0.765	-0.147
0.764	-0.1706
0.763	-0.1818
0.762	-0.1987
0.761	-0.2124
0.76	-0.224
0.759	-0.2366
0.758	-0.2507
0.757	-0.2657
0.756	-0.2832
0.755	-0.2959
0.754	-0.3033
0.753	-0.3253
0.752	-0.3361
0.751	-0.3505
0.75	-0.3629
0.749	-0.3792
0.748	-0.3995
0.747	-0.4016
0.746	-0.4129
0.745	-0.4327
0.744	-0.4434
0.743	-0.46
0.742	-0.4719
0.741	-0.4804
0.741	-0.4989
0.739	-0.5144
0.738	-0.5249
0.737	-0.5443
0.737	-0.5564
0.736	-0.5664
0.734	-0.5769
0.734	-0.6006
0.733	-0.608
0.732	-0.6235
0.731	-0.6404
0.73	-0.6472
0.729	-0.6646
0.728	-0.676
0.727	-0.6871
0.726	-0.7047
0.725	-0.7146
0.724	-0.7306
0.723	-0.742
0.722	-0.7582
0.721	-0.7674
0.72	-0.778
0.719	-0.7847
0.718	-0.8008
0.717	-0.8124
0.716	-0.8298
0.715	-0.8492
0.714	-0.8525
0.713	-0.8702
0.712	-0.8831
0.711	-0.8925
0.71	-0.9152
0.709	-0.914
0.708	-0.9288
0.707	-0.9452
0.706	-0.9634
0.705	-0.9755
0.704	-0.9848
0.703	-0.9953
0.702	-1.012
0.701	-1.026
0.7	-1.035
0.699	-1.052
0.698	-1.057
0.697	-1.076
0.696	-1.084
0.695	-1.1
0.694	-1.109
0.693	-1.126
0.692	-1.132
0.691	-1.149
0.69	-1.16
0.689	-1.169
0.688	-1.179
0.687	-1.187
0.686	-1.202
0.685	-1.222
0.684	-1.231
0.683	-1.24
0.682	-1.255
0.681	-1.264
0.68	-1.281
0.679	-1.281
0.678	-1.293
0.677	-1.308
0.676	-1.321
0.675	-1.332
0.674	-1.347
0.673	-1.351
0.672	-1.362
0.671	-1.365
0.67	-1.379
0.669	-1.388
0.668	-1.41
0.667	-1.413
0.666	-1.425
0.665	-1.443
0.664	-1.451
0.663	-1.464
0.662	-1.461
0.661	-1.478
0.66	-1.49
0.659	-1.498
0.658	-1.501
0.657	-1.515
0.656	-1.529
0.655	-1.531
0.654	-1.546
0.653	-1.554
0.652	-1.566
0.651	-1.575
0.65	-1.586
0.649	-1.589
0.648	-1.597
0.647	-1.609
0.646	-1.616
0.645	-1.626
0.644	-1.635
0.643	-1.646
0.642	-1.649
0.641	-1.658
0.64	-1.667
0.639	-1.674
0.638	-1.684
0.637	-1.693
0.636	-1.698
0.635	-1.709
0.634	-1.707
0.633	-1.717
0.632	-1.724
0.631	-1.738
0.63	-1.739
0.629	-1.745
0.628	-1.758
0.627	-1.76
0.626	-1.765
0.625	-1.775
0.624	-1.781
0.623	-1.792
0.622	-1.796
0.621	-1.797
0.62	-1.814
0.619	-1.807
0.618	-1.819
0.617	-1.827
0.617	-1.834
0.616	-1.838
0.614	-1.846
0.614	-1.843
0.613	-1.853
0.612	-1.862
0.611	-1.863
0.61	-1.871
0.609	-1.876
0.608	-1.881
0.607	-1.885
0.606	-1.884
0.605	-1.88
0.604	-1.894
0.603	-1.903
0.602	-1.905
0.601	-1.91
0.6	-1.917
0.599	-1.914
0.598	-1.92
0.597	-1.929
0.596	-1.927
0.595	-1.934
0.594	-1.939
0.593	-1.946
0.592	-1.942
0.591	-1.942
0.59	-1.956
0.589	-1.958
0.588	-1.954
0.587	-1.963
0.586	-1.972
0.585	-1.967
0.584	-1.98
0.583	-1.974
0.582	-1.975
0.581	-1.973
0.58	-1.978
0.579	-1.982
0.578	-1.984
0.577	-1.991
0.576	-1.99
0.575	-1.995
0.574	-1.993
0.573	-2.002
0.572	-1.994
0.571	-2.003
0.57	-2.003
0.569	-2.009
0.568	-2.007
0.567	-2.011
0.566	-2.018
0.565	-2.015
0.564	-2.017
0.563	-2.02
0.562	-2.016
0.561	-2.02
0.56	-2.026
0.559	-2.026
0.558	-2.025
0.557	-2.033
0.556	-2.027
0.555	-2.034
0.554	-2.033
0.553	-2.035
0.552	-2.037
0.551	-2.042
0.55	-2.037
0.549	-2.039
0.548	-2.04
0.547	-2.041
0.546	-2.042
0.545	-2.046
0.544	-2.044
0.543	-2.045
0.542	-2.052
0.541	-2.046
0.54	-2.054
0.539	-2.053
0.538	-2.054
0.537	-2.055
0.536	-2.058
0.535	-2.058
0.534	-2.061
0.533	-2.065
0.532	-2.062
0.531	-2.064
0.53	-2.065
0.529	-2.067
0.528	-2.069
0.527	-2.069
0.526	-2.075
0.525	-2.068
0.524	-2.074
0.523	-2.071
0.522	-2.077
0.521	-2.07
0.52	-2.074
0.519	-2.075
0.518	-2.077
0.517	-2.079
0.516	-2.08
0.515	-2.082
0.514	-2.085
0.513	-2.085
0.512	-2.088
0.511	-2.091
0.51	-2.092
0.509	-2.095
0.508	-2.096
0.507	-2.095
0.506	-2.101
0.505	-2.109
0.504	-2.102
0.503	-2.107
0.502	-2.105
0.501	-2.116
0.5	-2.118
0.499	-2.119
0.498	-2.119
0.497	-2.122
0.496	-2.124
0.496	-2.125
0.494	-2.124
0.493	-2.125
0.493	-2.131
0.492	-2.137
0.491	-2.141
0.49	-2.141
0.489	-2.143
0.488	-2.144
0.487	-2.145
0.486	-2.155
0.485	-2.159
0.484	-2.162
0.483	-2.166
0.482	-2.167
0.481	-2.174
0.48	-2.176
0.479	-2.176
0.478	-2.181
0.477	-2.183
0.476	-2.19
0.475	-2.193
0.474	-2.199
0.473	-2.206
0.472	-2.21
0.471	-2.22
0.47	-2.216
0.469	-2.223
0.468	-2.224
0.467	-2.237
0.466	-2.237
0.465	-2.244
0.464	-2.253
0.463	-2.253
0.462	-2.263
0.461	-2.264
0.46	-2.269
0.459	-2.273
0.458	-2.283
0.457	-2.287
0.456	-2.294
0.455	-2.302
0.454	-2.303
0.453	-2.313
0.452	-2.324
0.451	-2.33
0.45	-2.342
0.449	-2.341
0.448	-2.351
0.447	-2.359
0.446	-2.369
0.445	-2.368
0.444	-2.381
0.443	-2.392
0.442	-2.402
0.441	-2.405
0.44	-2.414
0.439	-2.428
0.438	-2.429
0.437	-2.439
0.436	-2.444
0.435	-2.45
0.434	-2.467
0.433	-2.476
0.432	-2.481
0.431	-2.494
0.43	-2.499
0.429	-2.514
0.428	-2.524
0.427	-2.532
0.426	-2.548
0.425	-2.558
0.424	-2.56
0.423	-2.577
0.422	-2.592
0.421	-2.602
0.42	-2.613
0.419	-2.628
0.418	-2.632
0.417	-2.652
0.416	-2.661
0.415	-2.672
0.414	-2.684
0.413	-2.703
0.412	-2.702
0.411	-2.725
0.41	-2.737
0.409	-2.754
0.408	-2.756
0.407	-2.773
0.406	-2.79
0.405	-2.806
0.404	-2.815
0.403	-2.837
0.402	-2.862
0.401	-2.857
0.4	-2.885
0.399	-2.895
0.398	-2.91
0.397	-2.928
0.396	-2.945
0.395	-2.956
0.394	-2.977
0.393	-2.993
0.392	-3.009
0.391	-3.025
0.39	-3.055
0.389	-3.062
0.388	-3.082
0.387	-3.099
0.386	-3.115
0.385	-3.136
0.384	-3.158
0.383	-3.177
0.382	-3.199
0.381	-3.216
0.38	-3.228
0.379	-3.249
0.378	-3.263
0.377	-3.293
0.376	-3.309
0.376	-3.334
0.374	-3.353
0.373	-3.374
0.373	-3.399
0.372	-3.423
0.371	-3.441
0.369	-3.469
0.369	-3.482
0.368	-3.511
0.367	-3.537
0.366	-3.557
0.365	-3.577
0.364	-3.601
0.363	-3.633
0.362	-3.652
0.361	-3.685
0.36	-3.708
0.359	-3.721
0.358	-3.757
0.357	-3.777
0.356	-3.8
0.355	-3.83
0.354	-3.862
0.353	-3.893
0.352	-3.904
0.351	-3.938
0.35	-3.959
0.349	-3.984
0.348	-4.016
0.347	-4.048
0.346	-4.066
0.345	-4.101
0.344	-4.129
0.343	-4.159
0.342	-4.186
0.341	-4.214
0.34	-4.253
0.339	-4.278
0.338	-4.302
0.337	-4.338
0.336	-4.371
0.335	-4.397
0.334	-4.426
0.333	-4.459
0.332	-4.493
0.331	-4.52
0.33	-4.556
0.329	-4.583
0.328	-4.621
0.327	-4.651
0.326	-4.67
0.325	-4.72
0.324	-4.747
0.323	-4.767
0.322	-4.811
0.321	-4.827
0.32	-4.868
0.319	-4.9
0.318	-4.929
0.317	-4.959
0.316	-4.982
0.315	-5.031
0.314	-5.062
0.313	-5.091
0.312	-5.128
0.311	-5.156
0.31	-5.175
0.309	-5.219
0.308	-5.261
0.307	-5.292
0.306	-5.316
0.305	-5.361
0.304	-5.385
0.303	-5.42
0.302	-5.451
0.301	-5.48
0.3	-5.499
0.299	-5.534
0.298	-5.561
0.297	-5.592
0.296	-5.613
0.295	-5.648
0.294	-5.671
0.293	-5.7
0.292	-5.714
0.291	-5.74
0.29	-5.771
0.289	-5.791
0.288	-5.805
0.287	-5.823
0.286	-5.851
0.285	-5.871
0.284	-5.888
0.283	-5.905
0.282	-5.909
0.281	-5.944
0.28	-6.339
0.279	-6.388
0.278	-6.422
0.277	-6.455
0.276	-6.496
0.275	-6.544
0.274	-6.57
0.273	-6.613
0.272	-6.654
0.271	-6.697
0.27	-6.737
0.269	-6.766
0.268	-6.815
0.267	-6.833
0.266	-6.883
0.265	-6.92
0.264	-6.959
0.263	-6.994
0.262	-7.029
0.261	-7.069
0.26	-7.126
0.259	-7.142
0.258	-7.201
0.257	-7.221
0.256	-7.271
0.256	-7.302
0.254	-7.345
0.253	-7.389
0.252	-7.421
0.252	-7.454
0.251	-7.509
0.249	-7.532
0.249	-7.563
0.248	-7.604
0.247	-7.657
0.246	-7.683
0.245	-7.727
0.244	-7.775
0.243	-7.798
0.242	-7.844
0.241	-7.88
0.24	-7.907
0.239	-7.918
0.238	-7.967
0.237	-8.012
0.236	-8.045
0.235	-8.074
0.234	-8.135
0.233	-8.152
0.232	-8.209
0.231	-8.236
0.23	-8.271
0.229	-8.307
0.228	-8.336
0.227	-8.383
0.226	-8.42
0.225	-8.467
0.224	-8.494
0.223	-8.514
0.222	-8.568
0.221	-8.592
0.22	-8.625
0.219	-8.662
0.218	-8.69
0.217	-8.735
0.216	-8.77
0.215	-8.808
0.214	-8.855
0.213	-8.883
0.212	-8.919
0.211	-8.935
0.21	-8.969
0.209	-9.006
0.208	-9.034
0.207	-9.062
0.206	-9.097
0.205	-9.146
0.204	-9.166
0.203	-9.199
0.202	-9.224
0.201	-9.266
0.2	-9.303
0.199	-9.345
0.198	-9.362
0.197	-9.4
0.196	-9.439
0.195	-9.464
0.194	-9.499
0.193	-9.535
0.192	-9.569
0.191	-9.595
0.19	-9.629
0.189	-9.672
0.188	-9.703
0.187	-9.735
0.186	-9.759
0.185	-9.791
0.184	-9.821
0.183	-9.828
0.182	-9.867
0.181	-9.916
0.18	-9.939
0.181	-9.539
0.182	-9.191
0.183	-8.868
0.184	-8.569
0.185	-8.281
0.186	-8.004
0.187	-7.758
0.188	-7.509
0.189	-7.274
